ID,src,lab5,lab4,sent_idx,h5,h4
ID1194,medxpert,H,H,6,True,True
ID1198,jama,I,I,6,False,False
ID1200,medbullets,I,I,6,False,False
ID1202,medbullets,I,I,6,False,False
ID1204,jama,H,H,6,True,True
ID1206,mmlu,I,I,6,False,False
ID1208,medxpert,L,I,6,False,False
ID1214,jama,L,H,6,False,True
ID1215,jama,H,H,6,True,True
ID1216,jama,H,H,6,True,True
ID1217,jama,H,H,6,True,True
ID1218,medbullets,L,L,6,False,False
ID1219,jama,H,H,6,True,True
ID1221,medbullets,H,H,6,True,True
ID1223,mmlu,H,L,6,True,False
ID1224,jama,H,H,6,True,True
ID1227,mmlu,L,I,6,False,False
ID1228,medbullets,I,I,6,False,False
ID1229,jama,H,H,6,True,True
ID1230,jama,L,I,6,False,False
ID1232,medbullets,H,L,6,True,False
ID1233,jama,H,H,6,True,True
ID1234,jama,H,H,6,True,True
ID1236,jama,L,H,6,False,True
ID1239,mmlu,H,H,6,True,True
ID1242,jama,L,L,6,False,False
ID1244,jama,L,L,6,False,False
ID1245,medbullets,H,H,6,True,True
ID1246,medbullets,H,L,6,True,False
ID1247,jama,I,L,6,False,False
ID1249,medbullets,H,H,6,True,True
ID1252,medxpert,H,H,6,True,True
ID1255,medxpert,H,L,6,True,False
ID1256,medxpert,H,L,6,True,False
ID1260,jama,H,H,6,True,True
ID1261,mmlu,H,H,6,True,True
ID1262,medbullets,I,L,6,False,False
ID1264,jama,H,H,6,True,True
ID1266,jama,L,L,6,False,False
ID1267,jama,L,L,6,False,False
ID1269,medbullets,L,H,6,False,True
ID1270,medxpert,H,H,6,True,True
ID1271,medbullets,L,L,6,False,False
ID1272,mmlu,I,I,6,False,False
ID1273,jama,H,H,6,True,True
ID1275,jama,H,H,6,True,True
ID1276,jama,H,H,6,True,True
ID1277,mmlu,L,L,6,False,False
ID1278,medbullets,I,L,6,False,False
ID1279,medbullets,I,I,6,False,False
ID1280,medxpert,H,H,6,True,True
ID1281,jama,L,I,6,False,False
ID1285,jama,H,H,6,True,True
ID1286,jama,H,L,6,True,False
ID1287,mmlu,I,I,6,False,False
ID1288,jama,H,L,6,True,False
ID1289,jama,H,H,6,True,True
ID1296,mmlu,I,I,6,False,False
ID1298,medxpert,I,I,6,False,False
ID1299,medxpert,H,H,6,True,True
ID1301,jama,I,I,6,False,False
ID1302,mmlu,H,H,6,True,True
ID1303,jama,L,H,6,False,True
ID1307,medbullets,I,I,6,False,False
ID1308,jama,H,H,6,True,True
ID1310,mmlu,H,H,6,True,True
ID1311,medxpert,H,L,6,True,False
ID1313,medbullets,H,H,6,True,True
ID1314,jama,H,H,6,True,True
ID1315,medbullets,L,L,6,False,False
ID1318,jama,L,H,6,False,True
ID1320,jama,H,L,6,True,False
ID1321,jama,H,H,6,True,True
ID1328,medxpert,L,H,6,False,True
ID1329,medbullets,H,H,6,True,True
ID1331,mmlu,H,H,6,True,True
ID1332,jama,I,I,6,False,False
ID1333,medxpert,H,L,6,True,False
ID1334,jama,L,L,6,False,False
ID1335,mmlu,L,L,6,False,False
ID1336,mmlu,I,L,6,False,False
ID1337,medbullets,H,H,6,True,True
ID1338,medbullets,H,H,6,True,True
ID1339,mmlu,I,I,6,False,False
ID1340,medxpert,I,I,6,False,False
ID1343,medbullets,H,H,6,True,True
ID1345,medbullets,I,I,6,False,False
ID1346,jama,H,H,6,True,True
ID1347,jama,H,H,6,True,True
ID1348,jama,H,H,6,True,True
ID1349,jama,H,H,6,True,True
ID1350,jama,L,L,6,False,False
ID1352,jama,I,I,6,False,False
ID1353,jama,L,L,6,False,False
ID1354,jama,H,H,6,True,True
ID1356,medxpert,H,H,6,True,True
ID1357,medxpert,H,H,6,True,True
ID1359,jama,H,L,6,True,False
ID1360,jama,H,L,6,True,False
ID1362,medbullets,I,I,6,False,False
ID1368,jama,L,L,6,False,False
ID1369,medxpert,H,H,6,True,True
ID1371,medbullets,H,H,6,True,True
ID1373,jama,I,L,6,False,False
ID1374,jama,L,L,6,False,False
ID1376,jama,L,L,6,False,False
ID1377,jama,H,H,6,True,True
ID1378,medbullets,H,L,6,True,False
ID1380,medxpert,H,H,6,True,True
ID1381,jama,H,H,6,True,True
ID1382,jama,L,L,6,False,False
ID1383,mmlu,I,I,6,False,False
ID1384,medbullets,L,L,6,False,False
ID1385,medxpert,H,H,6,True,True
ID1387,jama,H,H,6,True,True
ID1388,jama,H,H,6,True,True
ID1391,jama,H,H,6,True,True
ID1394,medbullets,H,L,6,True,False
ID1395,medxpert,H,H,6,True,True
ID1397,medbullets,I,I,6,False,False
ID1398,jama,H,H,6,True,True
ID1399,medxpert,L,L,6,False,False
ID1401,jama,H,H,6,True,True
ID1402,jama,I,I,6,False,False
ID1403,jama,L,H,6,False,True
ID1409,medxpert,L,L,6,False,False
ID1411,medbullets,H,H,6,True,True
ID1413,medbullets,I,I,6,False,False
ID1414,medxpert,H,H,6,True,True
ID1416,jama,I,I,6,False,False
ID1418,mmlu,H,I,6,True,False
ID1419,jama,H,H,6,True,True
ID1421,mmlu,H,L,6,True,False
ID1422,medbullets,L,L,6,False,False
ID1425,mmlu,H,H,6,True,True
ID1426,mmlu,H,H,6,True,True
ID1429,jama,L,L,6,False,False
ID1430,jama,L,H,6,False,True
ID1432,medxpert,H,L,6,True,False
ID1434,medxpert,L,H,6,False,True
ID1438,jama,H,H,6,True,True
ID1439,medbullets,L,L,6,False,False
ID1442,mmlu,I,I,6,False,False
ID1445,mmlu,I,L,6,False,False
ID1446,mmlu,H,H,6,True,True
ID1448,medxpert,L,I,6,False,False
ID1449,medxpert,I,L,6,False,False
ID1450,jama,H,H,6,True,True
ID1452,medbullets,L,L,6,False,False
ID1453,jama,L,L,6,False,False
ID1454,mmlu,H,H,6,True,True
ID1457,medbullets,H,H,6,True,True
ID1458,jama,L,I,6,False,False
ID1459,jama,I,I,6,False,False
ID1464,jama,I,L,6,False,False
ID1466,mmlu,I,I,6,False,False
ID1467,mmlu,I,I,6,False,False
ID1468,medbullets,H,L,6,True,False
ID1469,jama,L,I,6,False,False
ID1474,mmlu,L,L,6,False,False
ID1475,medbullets,L,L,6,False,False
ID1476,jama,H,H,6,True,True
ID1477,jama,L,L,6,False,False
ID1479,mmlu,L,L,6,False,False
ID1480,medbullets,L,I,6,False,False
ID1481,jama,L,H,6,False,True
ID1485,jama,L,H,6,False,True
ID1488,medbullets,H,L,6,True,False
ID1489,medbullets,H,H,6,True,True
ID1490,medbullets,I,L,6,False,False
ID1491,jama,L,H,6,False,True
ID1494,medbullets,I,I,6,False,False
ID1495,medbullets,I,I,6,False,False
ID1496,medbullets,H,H,6,True,True
ID1505,jama,L,L,6,False,False
ID1508,medbullets,H,L,6,True,False
ID1510,jama,H,H,6,True,True
ID1513,jama,H,L,6,True,False
ID1514,jama,L,H,6,False,True
ID1515,mmlu,I,I,6,False,False
ID1517,jama,I,I,6,False,False
ID1518,jama,H,H,6,True,True
ID1520,jama,L,L,6,False,False
ID1524,mmlu,L,L,6,False,False
ID1525,jama,H,H,6,True,True
ID1526,medbullets,H,H,6,True,True
ID1529,jama,I,I,6,False,False
ID1530,jama,L,L,6,False,False
ID1531,jama,H,L,6,True,False
ID1532,jama,I,L,6,False,False
ID1533,jama,L,L,6,False,False
ID1534,medbullets,H,H,6,True,True
ID1536,medbullets,H,H,6,True,True
ID1538,jama,H,H,6,True,True
ID1539,medbullets,I,I,6,False,False
ID1540,jama,L,L,6,False,False
ID1541,medbullets,H,L,6,True,False
ID1543,mmlu,H,H,6,True,True
ID1544,mmlu,H,H,6,True,True
ID1545,jama,L,H,6,False,True
ID1550,jama,I,I,6,False,False
ID1551,jama,L,L,6,False,False
ID1552,medbullets,H,H,6,True,True
ID1553,medbullets,H,H,6,True,True
ID1555,jama,L,L,6,False,False
ID1557,medxpert,I,I,6,False,False
ID1558,jama,H,H,6,True,True
ID1559,medxpert,H,L,6,True,False
ID1560,jama,I,I,6,False,False
ID1561,jama,H,H,6,True,True
ID1565,medbullets,I,I,6,False,False
ID1566,medbullets,I,I,6,False,False
ID1567,medxpert,L,H,6,False,True
ID1570,medbullets,L,I,6,False,False
ID1571,medxpert,I,I,6,False,False
ID1573,jama,H,I,6,True,False
ID1574,jama,L,L,6,False,False
ID1575,jama,L,I,6,False,False
ID1578,medxpert,L,L,6,False,False
ID1581,jama,H,H,6,True,True
ID1582,medxpert,H,H,6,True,True
ID1583,mmlu,H,H,6,True,True
ID1584,jama,L,H,6,False,True
ID1585,jama,H,H,6,True,True
ID1586,mmlu,H,L,6,True,False
ID1590,mmlu,I,I,6,False,False
ID1591,medxpert,H,H,6,True,True
ID1593,medxpert,H,H,6,True,True
ID1594,jama,H,H,6,True,True
ID1596,mmlu,H,H,6,True,True
ID1599,medbullets,I,L,6,False,False
ID1601,jama,H,H,6,True,True
ID1602,medbullets,L,L,6,False,False
ID1605,jama,L,I,6,False,False
ID1607,jama,I,L,6,False,False
ID1610,jama,H,L,6,True,False
ID1612,jama,H,L,6,True,False
ID1618,jama,I,I,6,False,False
ID1622,mmlu,H,H,6,True,True
ID1625,medxpert,I,I,6,False,False
ID1629,medbullets,I,I,6,False,False
ID1632,medbullets,H,H,6,True,True
ID1634,medbullets,H,H,6,True,True
ID1636,medbullets,L,I,6,False,False
ID1637,medbullets,L,L,6,False,False
ID1638,jama,L,I,6,False,False
ID1640,medxpert,L,L,6,False,False
ID1641,jama,I,I,6,False,False
ID1645,jama,L,H,6,False,True
ID1650,mmlu,I,I,6,False,False
ID1651,jama,I,I,6,False,False
ID1652,jama,H,L,6,True,False
ID1653,jama,H,H,6,True,True
ID1655,jama,I,I,6,False,False
ID1656,medxpert,I,I,6,False,False
ID1659,jama,I,L,6,False,False
ID1662,mmlu,H,H,6,True,True
ID1663,jama,I,L,6,False,False
ID1664,jama,H,H,6,True,True
ID1666,medbullets,H,H,6,True,True
ID1667,medxpert,H,H,6,True,True
ID1668,medbullets,H,H,6,True,True
ID1671,jama,L,L,6,False,False
ID1674,jama,I,L,6,False,False
ID1678,jama,H,L,6,True,False
ID1679,jama,H,L,6,True,False
ID1680,jama,H,H,6,True,True
ID1683,jama,H,H,6,True,True
ID1684,medxpert,I,I,6,False,False
ID1685,medbullets,H,L,6,True,False
ID1688,mmlu,H,I,6,True,False
ID1689,jama,L,L,6,False,False
ID1691,medxpert,I,I,6,False,False
ID1692,jama,L,H,6,False,True
ID1693,medbullets,L,L,6,False,False
ID1694,medxpert,L,L,6,False,False
ID1695,jama,H,H,6,True,True
ID1696,medxpert,H,H,6,True,True
ID1697,jama,I,I,6,False,False
ID1698,medxpert,H,H,6,True,True
ID1699,jama,L,L,6,False,False
ID1700,mmlu,H,H,6,True,True
ID1701,mmlu,H,H,6,True,True
ID1702,jama,H,H,6,True,True
ID1704,medbullets,H,H,6,True,True
ID1706,medbullets,I,I,6,False,False
ID1710,jama,H,L,6,True,False
ID1711,jama,I,L,6,False,False
ID1713,jama,H,H,6,True,True
ID1714,jama,H,H,6,True,True
ID1715,mmlu,H,H,6,True,True
ID1716,jama,H,H,6,True,True
ID1717,medxpert,I,L,6,False,False
ID1718,medbullets,L,L,6,False,False
ID1722,medxpert,H,H,6,True,True
ID1724,medxpert,L,H,6,False,True
ID1725,mmlu,H,L,6,True,False
ID1727,medxpert,L,L,6,False,False
ID1728,jama,L,I,6,False,False
ID1732,jama,H,L,6,True,False
ID1734,jama,H,H,6,True,True
ID1738,medbullets,L,I,6,False,False
ID1741,medxpert,H,H,6,True,True
ID1742,medxpert,H,H,6,True,True
ID1744,medxpert,H,H,6,True,True
ID1749,mmlu,L,L,6,False,False
ID1751,medxpert,H,H,6,True,True
ID1755,medxpert,H,L,6,True,False
ID1756,jama,I,I,6,False,False
ID1761,jama,L,H,6,False,True
ID1762,jama,L,I,6,False,False
ID1766,medxpert,I,I,6,False,False
ID1767,medxpert,H,L,6,True,False
ID1768,medbullets,L,L,6,False,False
ID1769,jama,H,H,6,True,True
ID1773,medxpert,L,L,6,False,False
ID1776,medxpert,I,I,6,False,False
ID1778,medxpert,I,I,6,False,False
ID1783,medxpert,H,H,6,True,True
ID1786,medbullets,H,H,6,True,True
ID1787,jama,L,H,6,False,True
ID1788,mmlu,L,L,6,False,False
ID1789,medxpert,H,L,6,True,False
ID1790,jama,I,I,6,False,False
ID1791,jama,L,L,6,False,False
ID1792,jama,L,L,6,False,False
ID1793,mmlu,H,H,6,True,True
ID1797,jama,H,H,6,True,True
ID1798,mmlu,H,H,6,True,True
ID1799,jama,I,I,6,False,False
ID1800,mmlu,I,I,6,False,False
ID1802,jama,L,L,6,False,False
ID1807,jama,L,L,6,False,False
ID1809,jama,H,H,6,True,True
ID1811,jama,H,H,6,True,True
ID1817,medxpert,L,L,6,False,False
ID1818,mmlu,H,H,6,True,True
ID1819,jama,H,H,6,True,True
ID1820,jama,L,I,6,False,False
ID1821,medbullets,L,I,6,False,False
ID1822,medbullets,L,L,6,False,False
ID1823,jama,L,H,6,False,True
ID1824,medbullets,L,L,6,False,False
ID1825,medxpert,L,L,6,False,False
ID1826,mmlu,L,I,6,False,False
ID1827,mmlu,L,H,6,False,True
ID1829,jama,I,L,6,False,False
ID1830,medxpert,I,I,6,False,False
ID1831,jama,H,I,6,True,False
ID1833,medbullets,H,H,6,True,True
ID1835,jama,H,H,6,True,True
ID1837,jama,L,L,6,False,False
ID1838,medbullets,I,I,6,False,False
ID1841,jama,H,L,6,True,False
ID1842,jama,H,L,6,True,False
ID1845,medbullets,L,L,6,False,False
ID1846,medbullets,I,I,6,False,False
ID1847,jama,I,I,6,False,False
ID1848,jama,L,L,6,False,False
ID1850,jama,I,I,6,False,False
ID1852,jama,H,H,6,True,True
ID1855,jama,L,H,6,False,True
ID1856,jama,H,H,6,True,True
ID1858,medxpert,L,I,6,False,False
ID1859,jama,H,H,6,True,True
ID1860,jama,H,H,6,True,True
ID1862,mmlu,H,H,6,True,True
ID1863,mmlu,I,I,6,False,False
ID1865,jama,H,H,6,True,True
ID1868,jama,H,H,6,True,True
ID1870,jama,H,H,6,True,True
ID1871,medxpert,L,L,6,False,False
ID1875,jama,H,H,6,True,True
ID1876,jama,I,H,6,False,True
ID1879,jama,I,L,6,False,False
ID1880,medbullets,L,L,6,False,False
ID1882,medbullets,H,H,6,True,True
ID1886,medxpert,H,H,6,True,True
ID1887,jama,H,H,6,True,True
ID1888,medxpert,H,H,6,True,True
ID1889,mmlu,H,H,6,True,True
ID1892,medxpert,H,H,6,True,True
ID1893,jama,L,H,6,False,True
ID1895,medbullets,H,H,6,True,True
ID1898,medbullets,H,H,6,True,True
ID1899,jama,L,H,6,False,True
ID1900,jama,H,H,6,True,True
ID1902,jama,L,H,6,False,True
ID1903,jama,L,H,6,False,True
ID1904,jama,H,H,6,True,True
ID1905,medxpert,H,H,6,True,True
ID1908,mmlu,L,L,6,False,False
ID1909,jama,H,H,6,True,True
ID1910,medxpert,H,H,6,True,True
ID1911,mmlu,H,H,6,True,True
ID1912,mmlu,L,L,6,False,False
ID1913,medxpert,H,H,6,True,True
ID1917,jama,H,H,6,True,True
ID1918,jama,L,H,6,False,True
ID1919,medbullets,I,L,6,False,False
ID1924,medxpert,L,L,6,False,False
ID1925,jama,L,H,6,False,True
ID1927,medbullets,I,I,6,False,False
ID1928,jama,H,L,6,True,False
ID1929,medxpert,H,H,6,True,True
ID1931,jama,I,I,6,False,False
ID1932,jama,L,I,6,False,False
ID1933,jama,H,H,6,True,True
ID1934,jama,H,H,6,True,True
ID1937,jama,H,L,6,True,False
ID1938,medbullets,H,H,6,True,True
ID1940,jama,H,H,6,True,True
ID1941,medxpert,H,H,6,True,True
ID1944,medxpert,L,L,6,False,False
ID1945,medbullets,I,I,6,False,False
ID1946,medxpert,H,H,6,True,True
ID1947,medxpert,H,H,6,True,True
ID1948,medxpert,L,L,6,False,False
ID1949,jama,I,H,6,False,True
ID1951,jama,H,L,6,True,False
ID1952,medbullets,I,I,6,False,False
ID1953,jama,H,H,6,True,True
ID1955,medbullets,I,I,6,False,False
ID1956,jama,H,H,6,True,True
ID1959,jama,H,L,6,True,False
ID1962,medxpert,H,H,6,True,True
ID1963,medbullets,L,I,6,False,False
ID1965,jama,H,H,6,True,True
ID1969,mmlu,I,I,6,False,False
ID1970,jama,H,H,6,True,True
ID1972,mmlu,H,H,6,True,True
ID1974,medbullets,H,L,6,True,False
ID1977,jama,H,H,6,True,True
ID1980,medxpert,I,I,6,False,False
ID1981,jama,L,L,6,False,False
ID1983,medbullets,H,H,6,True,True
ID1984,mmlu,H,H,6,True,True
ID1986,jama,H,H,6,True,True
ID1987,medxpert,I,I,6,False,False
ID1990,jama,H,H,6,True,True
ID1991,jama,H,H,6,True,True
ID1997,medxpert,I,L,6,False,False
ID1998,medbullets,I,I,6,False,False
ID0002,jama,L,L,7,False,False
ID0003,medxpert,H,H,7,True,True
ID0007,medbullets,H,H,7,True,True
ID0009,jama,I,L,7,False,False
ID0010,medxpert,H,H,7,True,True
ID0013,mmlu,L,H,7,False,True
ID0015,jama,H,H,7,True,True
ID0018,jama,H,H,7,True,True
ID0021,jama,I,I,7,False,False
ID0027,mmlu,H,H,7,True,True
ID0029,medbullets,I,I,7,False,False
ID0030,jama,L,H,7,False,True
ID0032,medbullets,L,L,7,False,False
ID0034,medbullets,H,H,7,True,True
ID0041,jama,L,H,7,False,True
ID0042,medxpert,H,H,7,True,True
ID0043,jama,H,H,7,True,True
ID0044,jama,L,H,7,False,True
ID0046,medbullets,L,I,7,False,False
ID0047,jama,L,L,7,False,False
ID0048,medbullets,I,I,7,False,False
ID0049,jama,H,L,7,True,False
ID0053,medxpert,H,H,7,True,True
ID0054,jama,H,H,7,True,True
ID0055,medbullets,H,H,7,True,True
ID0059,mmlu,H,H,7,True,True
ID0060,jama,L,L,7,False,False
ID0062,jama,L,L,7,False,False
ID0069,jama,L,L,7,False,False
ID0072,jama,L,L,7,False,False
ID0073,medxpert,L,I,7,False,False
ID0074,mmlu,H,H,7,True,True
ID0076,jama,H,H,7,True,True
ID0078,medbullets,I,I,7,False,False
ID0079,jama,H,H,7,True,True
ID0081,jama,L,H,7,False,True
ID0082,medbullets,I,I,7,False,False
ID0086,medxpert,L,H,7,False,True
ID0088,jama,H,H,7,True,True
ID0089,jama,H,H,7,True,True
ID0092,medxpert,H,H,7,True,True
ID0093,jama,L,L,7,False,False
ID0094,jama,H,H,7,True,True
ID0097,jama,L,L,7,False,False
ID0098,mmlu,H,H,7,True,True
ID0099,medxpert,H,H,7,True,True
ID0102,medbullets,L,I,7,False,False
ID0106,medbullets,L,L,7,False,False
ID0110,jama,L,H,7,False,True
ID0111,medbullets,L,L,7,False,False
ID0113,mmlu,H,H,7,True,True
ID0115,medbullets,L,I,7,False,False
ID0116,jama,L,L,7,False,False
ID0117,mmlu,I,I,7,False,False
ID0119,jama,I,I,7,False,False
ID0124,jama,H,H,7,True,True
ID0125,jama,L,I,7,False,False
ID0127,jama,H,H,7,True,True
ID0129,mmlu,L,I,7,False,False
ID0130,jama,H,L,7,True,False
ID0135,medbullets,L,L,7,False,False
ID0136,mmlu,H,H,7,True,True
ID0137,medxpert,I,I,7,False,False
ID0142,jama,L,L,7,False,False
ID0144,medbullets,L,H,7,False,True
ID0146,jama,L,L,7,False,False
ID0147,jama,L,L,7,False,False
ID0148,medxpert,H,H,7,True,True
ID0149,jama,L,H,7,False,True
ID0150,jama,L,H,7,False,True
ID0153,jama,H,H,7,True,True
ID0154,mmlu,L,L,7,False,False
ID0155,jama,I,L,7,False,False
ID0157,jama,I,I,7,False,False
ID0161,jama,L,L,7,False,False
ID0162,medbullets,L,L,7,False,False
ID0163,jama,H,H,7,True,True
ID0165,medxpert,H,H,7,True,True
ID0168,mmlu,H,H,7,True,True
ID0169,jama,H,H,7,True,True
ID0172,jama,H,H,7,True,True
ID0177,medbullets,I,I,7,False,False
ID0182,medbullets,L,I,7,False,False
ID0184,mmlu,H,I,7,True,False
ID0185,medbullets,L,L,7,False,False
ID0186,jama,I,I,7,False,False
ID0191,jama,L,L,7,False,False
ID0192,jama,I,I,7,False,False
ID0195,jama,H,L,7,True,False
ID0198,medbullets,H,H,7,True,True
ID0199,jama,L,H,7,False,True
ID0200,medxpert,H,L,7,True,False
ID0202,jama,H,H,7,True,True
ID0206,jama,H,H,7,True,True
ID0207,medxpert,I,I,7,False,False
ID0209,mmlu,H,H,7,True,True
ID0213,jama,I,L,7,False,False
ID0215,jama,H,H,7,True,True
ID0217,mmlu,H,H,7,True,True
ID0219,jama,L,L,7,False,False
ID0220,mmlu,L,I,7,False,False
ID0221,medbullets,H,H,7,True,True
ID0222,jama,H,H,7,True,True
ID0229,medxpert,H,H,7,True,True
ID0230,jama,L,H,7,False,True
ID0232,jama,I,I,7,False,False
ID0233,medxpert,I,I,7,False,False
ID0235,medxpert,H,H,7,True,True
ID0236,jama,H,H,7,True,True
ID0237,mmlu,H,H,7,True,True
ID0238,medbullets,H,H,7,True,True
ID0240,jama,L,H,7,False,True
ID0241,jama,L,H,7,False,True
ID0242,medxpert,H,H,7,True,True
ID0243,jama,L,I,7,False,False
ID0246,jama,I,I,7,False,False
ID0247,medbullets,I,I,7,False,False
ID0249,medbullets,I,L,7,False,False
ID0254,jama,I,L,7,False,False
ID0257,jama,L,L,7,False,False
ID0258,jama,I,I,7,False,False
ID0262,medxpert,L,L,7,False,False
ID0268,jama,L,H,7,False,True
ID0270,mmlu,H,H,7,True,True
ID0275,medxpert,L,H,7,False,True
ID0277,jama,L,L,7,False,False
ID0278,jama,L,L,7,False,False
ID0280,jama,I,I,7,False,False
ID0281,medxpert,H,L,7,True,False
ID0283,jama,L,L,7,False,False
ID0284,medxpert,H,H,7,True,True
ID0286,jama,L,H,7,False,True
ID0287,jama,H,L,7,True,False
ID0289,jama,L,H,7,False,True
ID0295,jama,I,L,7,False,False
ID0300,jama,L,L,7,False,False
ID0301,jama,I,H,7,False,True
ID0302,jama,I,I,7,False,False
ID0303,medxpert,I,L,7,False,False
ID0305,medbullets,H,H,7,True,True
ID0307,mmlu,L,L,7,False,False
ID0309,medbullets,I,I,7,False,False
ID0310,jama,H,H,7,True,True
ID0313,mmlu,H,L,7,True,False
ID0314,medbullets,I,I,7,False,False
ID0315,mmlu,I,I,7,False,False
ID0320,medxpert,L,L,7,False,False
ID0321,jama,L,I,7,False,False
ID0323,jama,H,H,7,True,True
ID0324,jama,H,H,7,True,True
ID0325,medbullets,L,H,7,False,True
ID0326,jama,H,H,7,True,True
ID0327,medxpert,L,I,7,False,False
ID0328,jama,I,L,7,False,False
ID0330,medbullets,L,I,7,False,False
ID0331,jama,I,I,7,False,False
ID0332,jama,H,I,7,True,False
ID0334,jama,L,H,7,False,True
ID0337,jama,L,H,7,False,True
ID0339,mmlu,H,H,7,True,True
ID0342,jama,L,L,7,False,False
ID0345,jama,L,I,7,False,False
ID0351,jama,H,H,7,True,True
ID0352,jama,H,H,7,True,True
ID0353,medxpert,H,H,7,True,True
ID0356,jama,H,H,7,True,True
ID0357,medxpert,I,I,7,False,False
ID0359,medxpert,H,H,7,True,True
ID0360,mmlu,H,H,7,True,True
ID0362,jama,I,I,7,False,False
ID0363,medbullets,H,H,7,True,True
ID0364,jama,L,L,7,False,False
ID0365,jama,L,L,7,False,False
ID0366,jama,H,H,7,True,True
ID0368,jama,L,H,7,False,True
ID0371,medxpert,H,H,7,True,True
ID0373,jama,L,H,7,False,True
ID0377,jama,H,H,7,True,True
ID0382,medbullets,I,I,7,False,False
ID0385,medxpert,L,L,7,False,False
ID0388,medxpert,H,H,7,True,True
ID0389,jama,H,H,7,True,True
ID0393,jama,L,H,7,False,True
ID0396,medbullets,I,I,7,False,False
ID0397,medxpert,I,L,7,False,False
ID0399,jama,H,H,7,True,True
ID0400,jama,L,L,7,False,False
ID0402,jama,H,H,7,True,True
ID0403,medbullets,H,H,7,True,True
ID0404,jama,H,H,7,True,True
ID0405,jama,H,L,7,True,False
ID0406,mmlu,H,L,7,True,False
ID0409,mmlu,H,H,7,True,True
ID0412,jama,H,H,7,True,True
ID0415,jama,H,H,7,True,True
ID0417,jama,L,L,7,False,False
ID0418,jama,L,I,7,False,False
ID0421,jama,H,H,7,True,True
ID0422,jama,H,H,7,True,True
ID0425,medxpert,L,L,7,False,False
ID0429,mmlu,H,H,7,True,True
ID0431,jama,H,H,7,True,True
ID0433,medxpert,H,H,7,True,True
ID0438,medbullets,H,H,7,True,True
ID0440,medxpert,L,I,7,False,False
ID0442,jama,H,H,7,True,True
ID0444,jama,I,I,7,False,False
ID0446,jama,H,H,7,True,True
ID0447,medbullets,I,L,7,False,False
ID0449,jama,I,I,7,False,False
ID0451,jama,L,L,7,False,False
ID0453,jama,H,L,7,True,False
ID0455,medxpert,H,L,7,True,False
ID0458,medxpert,H,H,7,True,True
ID0462,jama,L,I,7,False,False
ID0463,jama,I,L,7,False,False
ID0465,jama,H,L,7,True,False
ID0466,jama,L,H,7,False,True
ID0467,jama,H,H,7,True,True
ID0468,medbullets,I,L,7,False,False
ID0469,jama,H,H,7,True,True
ID0470,medbullets,L,I,7,False,False
ID0471,jama,I,I,7,False,False
ID0472,jama,L,L,7,False,False
ID0473,medbullets,L,L,7,False,False
ID0476,jama,L,L,7,False,False
ID0477,jama,L,H,7,False,True
ID0478,jama,H,H,7,True,True
ID0479,jama,L,L,7,False,False
ID0483,jama,H,L,7,True,False
ID0484,jama,L,I,7,False,False
ID0487,jama,H,I,7,True,False
ID0491,medxpert,L,L,7,False,False
ID0492,jama,L,L,7,False,False
ID0494,jama,H,H,7,True,True
ID0495,medbullets,H,L,7,True,False
ID0498,jama,H,H,7,True,True
ID0500,jama,I,L,7,False,False
ID0502,jama,L,L,7,False,False
ID0503,medbullets,H,H,7,True,True
ID0504,medxpert,L,H,7,False,True
ID0506,medxpert,L,L,7,False,False
ID0508,jama,H,L,7,True,False
ID0509,medxpert,H,H,7,True,True
ID0511,jama,I,I,7,False,False
ID0513,jama,L,L,7,False,False
ID0514,medxpert,H,H,7,True,True
ID0517,medbullets,L,I,7,False,False
ID0519,medxpert,L,L,7,False,False
ID0522,jama,H,H,7,True,True
ID0524,jama,L,L,7,False,False
ID0525,jama,L,H,7,False,True
ID0526,medbullets,H,L,7,True,False
ID0528,jama,H,H,7,True,True
ID0529,medbullets,L,L,7,False,False
ID0532,medxpert,L,I,7,False,False
ID0533,jama,L,L,7,False,False
ID0534,jama,I,I,7,False,False
ID0535,medbullets,L,L,7,False,False
ID0539,jama,H,H,7,True,True
ID0541,jama,H,H,7,True,True
ID0542,mmlu,I,I,7,False,False
ID0543,mmlu,L,L,7,False,False
ID0546,medbullets,H,L,7,True,False
ID0551,jama,L,L,7,False,False
ID0552,jama,H,H,7,True,True
ID0553,jama,L,L,7,False,False
ID0554,mmlu,H,H,7,True,True
ID0555,jama,H,H,7,True,True
ID0559,jama,I,L,7,False,False
ID0561,jama,L,L,7,False,False
ID0564,medbullets,H,H,7,True,True
ID0566,mmlu,I,I,7,False,False
ID0567,medxpert,H,H,7,True,True
ID0568,medbullets,I,I,7,False,False
ID0572,medxpert,I,L,7,False,False
ID0575,jama,L,H,7,False,True
ID0576,mmlu,I,I,7,False,False
ID0577,jama,H,H,7,True,True
ID0578,mmlu,I,I,7,False,False
ID0581,medxpert,L,H,7,False,True
ID0584,jama,H,H,7,True,True
ID0585,medbullets,H,I,7,True,False
ID0586,jama,L,I,7,False,False
ID0587,medxpert,H,H,7,True,True
ID0589,jama,H,H,7,True,True
ID0590,jama,H,H,7,True,True
ID0591,medxpert,H,H,7,True,True
ID0592,jama,I,L,7,False,False
ID0594,medxpert,I,L,7,False,False
ID0595,medxpert,L,L,7,False,False
ID0596,jama,I,I,7,False,False
