Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0651,"What is the most accurate term for this anatomical finding?

A. Myofascial pain point.  
B. Ischemic compression point.  
C. Tender point.  
D. Chapman’s point.  
E. Neuromuscular junction point.  
F. Fascial restriction point.  
G. Active trigger point.  
H. Muscle spindle dysfunction point.  
I. Fibromyalgia tender point.  
J. Viscerosomatic reflex.",C,medxpert,
ID1359,"What Would You Do Next?

A: Transorbital biopsy of the right optic nerve for grading and immunohistochemistry  
B: Transcranial resection of the orbital, canalicular, and prechiasmal optic nerve  
C: Chemotherapy and/or radiation for presumptive optic nerve glioma  
D: Observation given progression to no light perception vision",A,jama,"The second MRI revealed a fusiform expansion of the right optic nerve and enhancement of the orbital, canalicular, and prechiasmatic segments of the right optic nerve, suggestive of an optic nerve glioma."
ID1176,"Which diagnostic test is most likely to confirm the diagnosis?

A. Impedance testing  
B. Barium esophagram  
C. Esophagogastroduodenoscopy  
D. Endoscopic ultrasound  
E. Nuclear medicine scintigraphy  
F. Modified barium swallow study  
G. Esophageal manometry  
H. High-resolution esophageal manometry  
I. 24-hour pH monitoring  
J. Chest X-ray with fluoroscopy",B,medxpert,
ID1067,"What is the next best diagnostic step?

A. Human chorionic gonadotropin stimulation test  
B. Bone age radiograph  
D. Serum cortisol and adrenocorticotropic hormone levels  
E. Genetic testing for Klinefelter syndrome  
F. Serum 17-hydroxyprogesterone levels  
G. Thyroid-stimulating hormone and prolactin levels  
H. Adrenocorticotrophic hormone stimulation test  
I. Testicular ultrasound  
J. Spectral karyotype",G,medxpert,
ID1428,"What is the most appropriate next step in managing this patient?

A. Urinalysis and serum creatinine testing  
B. Empiric treatment with alpha-blockers  
D. Ultrasonography  
E. Bladder scan for post-void residual volume  
F. Digital rectal examination  
G. MRI of the pelvis  
H. Trial of fluid restriction  
I. Cystoscopy  
J. Referral to a urologist without further testing",F,medxpert,
ID0935,"What Is Your Diagnosis?

A: Malignant atrophic papulosis  
B: Disseminated discoid lupus  
C: Scleromyxoedema  
D: Secondary syphilis",A,jama,
ID0094,"What Would You Do Next?

A: Obtain an ultrasound of the neck  
B: Prescribe azithromycin  
C: Recheck a rapid heterophile antibody test  
D: Treat with an oral antifungal medication",C,jama,.
ID0614,"What should be the next step in this patient's management?

A. Urine toxicology  
B. Lumbar puncture  
C. Start antiepileptic medication  
D. Neurology consultation  
E. Sleep-deprived EEG  
G. Serum alcohol level",A,medxpert,
ID0096,"What is the most likely cause of his clinical presentation?

A. Clonazepam  
B. Gamma hydroxybutyrate  
C. Oxycodone  
D. Ethanol  
E. Phenobarbital  
F. Baclofen  
G. Methadone  
H. Propofol  
I. Gabapentin  
J. Ethylene glycol",E,medxpert,"Alcohol: 300 mg/dL A 58-year-old male with multiple comorbidities including alcohol use disorder, type 2 diabetes, benign essential tremor, intravenous drug use, chronic pain, and major depressive disorder is brought to the emergency department with altered consciousness."
ID1750,"What is the most appropriate strategy to prevent hepatitis A virus infection in this traveler?

A. Administer immunoglobulin only, as there is insufficient time for vaccine response  
B. Recommend strict dietary precautions only, as vaccination timing is suboptimal  
C. Complete the full two-dose hepatitis A vaccine series before departure  
D. Delay travel until full vaccination series can be completed  
E. Administer an accelerated vaccine schedule with doses 0, 7, and 21 days  
F. Provide education on safe food practices without additional prophylaxis or testing  
G. Administer combined hepatitis A and B vaccine series  
H. Administer the first dose of hepatitis A vaccine, and administer immunoglobulin the day before departure  
I. Administer the first dose of hepatitis A vaccine now  
J. No intervention needed as risk is minimal for short-term travel",I,medxpert,
ID1318,"What Would You Do Next?

A: Obtain CT angiography of head and neck  
B: Perform lumbar puncture to analyze cellular composition of cerebrospinal fluid  
C: Obtain magnetic resonance imaging of the brain with contrast  
D: Order tests of inflammatory markers: erythrocyte sedimentation rate, C-reactive protein, and complete blood cell count",C,jama,
ID0567,"What is the most likely pathophysiologic mechanism causing this patient's clinical presentation?

A. Microvascular dysfunction  
B. Impaired diastolic relaxation  
C. Increased left ventricular oxygen demand  
D. Left ventricular outflow tract obstruction  
E. Narrowing of the coronary arterial lumen  
F. Endothelial dysfunction due to diabetes  
G. Decreased coronary perfusion pressure  
H. Coronary artery vasospasm  
I. Autonomic dysfunction affecting coronary blood flow  
J. Lymphocytic infiltration of the myocardium",C,medxpert,"Physical examination reveals a well-appearing patient with a weak pulse of 62/min, respiratory rate of 20/min, and blood pressure of 134/90 mm Hg."
ID0828,"Which of the following describes the correct positioning for this treatment?

A. Patient lies prone; physician at the right side of the patient places bilateral thenar eminences over the posterior surface of ribs 4–6  
B. Patient lies supine; physician at the right side of the patient places bilateral thenar eminences over the anterior surface of ribs 4–6  
C. Patient lies supine; physician at the head of the table places bilateral thenar eminences over the anterior surface of ribs 1–3  
D. Patient lies prone; physician at the left side of the patient places bilateral thenar eminences over the posterior surface of ribs 3–5  
E. Patient lies supine; physician at the head of the table places bilateral thenar eminences over the anterior surface of ribs 2–4  
F. Patient lies supine; physician at the head of the table places bilateral thenar eminences over the anterior surface of ribs 5–7  
G. Patient lies prone; physician at the head of the table places bilateral thenar eminences over the posterior surface of ribs 2–4  
H. Patient lies supine; physician at the foot of the table places bilateral thenar eminences over the anterior surface of ribs 3–5  
I. Patient lies supine; physician at the left side of the patient places bilateral thenar eminences over the anterior surface of ribs 5–7  
J. Patient lies supine; physician at the right side of the patient places bilateral thenar eminences over the anterior surface of ribs 6–7",E,medxpert,| Blood pressure | 128/88 mm Hg |
ID1414,"What is the most appropriate next step in evaluating this patient?

A. 24-hour Holter monitoring  
B. MRI and MR angiography of the head and neck  
C. Transthoracic echocardiography  
D. Complete blood count and coagulation profile  
E. Transthoracic echocardiogram  
F. CT perfusion scan of the brain  
G. CT angiography of the head and neck  
I. Carotid Doppler ultrasonography  
J. Urgent neurology consultation",B,medxpert,"An 85-year-old male presents one day after experiencing an episode of speech arrest, facial numbness and weakness, and left arm weakness"
ID0811,"Which diagnosis best explains these symptoms?

A. Focal seizures with nonmotor onset and impaired awareness associated with temporal lobe epilepsy  
B. Focal seizures with secondary generalization associated with structural brain abnormalities  
C. Generalized tonic-clonic seizures associated with juvenile myoclonic epilepsy  
D. Complex partial seizures associated with mesial temporal sclerosis  
E. Generalized absence seizures associated with hyperventilation-induced epilepsy  
F. Absence seizures associated with childhood absence epilepsy  
G. Focal seizures with motor onset and awareness associated with frontal lobe epilepsy  
H. Absence seizures with atypical features associated with Lennox-Gastaut syndrome  
I. Focal seizures with motor onset associated with frontal lobe epilepsy  
J. Psychogenic nonepileptic seizures associated with conversion disorder",A,medxpert,
ID0572,"Choose the best option:

A. Elevated catecholamine metabolites are not typically seen in this condition  
B. Leg weakness and limping are not related to bluish skin nodules in this child  
C. VMA and HVA levels are useful in diagnosis and follow up for response to treatment in these patients  
D. The skin nodules suggest a benign dermatological condition unrelated to the limp  
E. The child’s symptoms are most consistent with an infectious etiology affecting the musculoskeletal system  
F. Imaging studies are unnecessary as the diagnosis can be confirmed clinically  
G. This is a tumor that is one of the less common solid tumors outside of the central nervous system in children  
H. Best prognosis is in children that are 2 years old and above  
I. This child is having a tumor originating in the bladder  
J. This is likely a vascular malformation unrelated to systemic disease",C,medxpert,
ID1820,"What Would You Do Next?

A: Discontinue apixaban  
B: Discontinue minocycline  
C: Order serum iron studies  
D: Order serum niacin levels",B,jama,
ID1020,"What Would You Do Next?

A: Pars plana vitrectomy  
B: Laser barricade  
C: Observation  
D: Genetic testing for the RS1 gene",C,jama,"On examination, her best-corrected distance visual acuity was 20/40 OD and 20/60 OS (baseline 20/40 OU)."
ID0379,"Which underlying pathophysiological mechanism best explains these findings?

A. Defective neutrophil adhesion molecule expression  
B. Defective neutrophil degranulation  
C. A defect in the leukocyte beta integrin family  
D. Abnormal granule protein synthesis  
E. Impaired neutrophil chemotaxis  
F. An abnormal neutrophil oxidative burst  
G. A mutation in the FOXP3 gene resulting in impaired regulatory T-cell function  
H. Defective matrix metalloproteinase production  
I. Dysregulated inflammatory cytokine production  
J. Abnormal collagen cross-linking",C,medxpert,"A newborn female, currently 4 weeks old, was delivered at 39 weeks and 3 days gestation"
ID0598,"What is the most likely finding on this patient’s peripheral blood smear?

A. Acanthocytes  
B. Sickle cells  
C. Degmacytes  
D. Heinz bodies  
E. Target cells  
F. Howell-Jolly bodies  
G. Codocytes  
H. Elliptocytes  
I. Spherocytes  
J. Schistocytes",C,medxpert,
ID0523,"Which of the following is the most appropriate action by the physician?

A. Recommend craniosacral therapy to address lumbar dysfunction  
B. Refer the patient to physical therapy for spinal traction  
C. Recommend counterstrain to the lumbar spine  
D. Recommend indirect myofascial release to the lumbar spine  
E. Advise against osteopathic manipulative treatment and prescribe opioid pain medication  
F. Perform facilitated positional release to the lumbar spine  
G. Recommend balanced ligamentous tension to the lumbar spine  
H. Recommend HVLA to the lumbar spine  
I. Recommend muscle energy to the lumbar spine  
J. Perform direct myofascial release to the lumbar spine",D,medxpert,Past medical history is significant for prostate cancer that was diagnosed 3 years ago and treated with radiation therapy
ID0803,"What Would You Do Next?

A: Complete blood cell count, erythrocyte sedimentation rate, and C-reactive protein tests  
B: Computed tomography or magnetic resonance angiography of the head  
C: Magnetic resonance imaging of the orbits with contrast  
D: Ice pack test",D,jama,
ID1614,"Which cranial dysfunction best explains these findings?

A. Craniosynostosis  
B. Sphenobasilar synchondrosis dysfunction  
C. Lateral strain  
D. Cranial compression  
E. Superior vertical strain  
F. Plagiocephaly  
G. Occipital restriction  
H. Cranial torsion  
I. Cranial flexion  
J. Inferior vertical strain",I,medxpert,"The mother's only concern is that she notices her son's head appears ""somewhat flat."" While her labor was prolonged, there were no other complications during delivery"
ID0284,"What is the most likely diagnosis in this patient?

A. Buerger disease  
B. Atherosclerotic peripheral artery disease  
C. Fibromuscular dysplasia  
D. Polymyalgia rheumatica  
E. Raynaud phenomenon  
F. Subclavian steal syndrome  
G. Thoracic-outlet obstruction  
H. Carotid artery stenosis  
I. Giant-cell arteritis  
J. Takayasu arteritis",I,medxpert,"On physical examination, her blood pressure is 106/74 mm Hg in the right arm and 132/86 mm Hg in the left arm."
ID1858,"What is the most appropriate next step in managing this patient’s hyperkalemia?

A. Switch the lisinopril to hydralazine  
B. Reduce the dose of lisinopril to 10 mg daily  
C. Add patiromer to the medication regimen  
D. Initiate hemodialysis for potassium removal  
E. Switch the torsemide to chlorthalidone  
F. Increase the dose of torsemide  
G. Start sodium polystyrene sulfate  
H. Administer intravenous calcium gluconate  
I. Start a low-dose beta-agonist inhaler  
J. Prescribe a potassium-restricted diet with no other changes",F,medxpert,| Potassium (mEq/liter) | 5.7 | 5.4 | 3.5–5.0 | An electrocardiogram shows normal sinus rhythm with no abnormalities. | Creatinine (mg/dL) | 1.4 | 1.5 | 0.6–1.1 |
ID1997,"What is the most appropriate next step in the management of this patient?

A. Mammography with tomosynthesis  
B. Ultrasonography of the breast  
C. Reassurance and topical diclofenac therapy  
D. Evening primrose oil supplementation  
E. MRI of the breast  
F. Diagnostic core needle biopsy  
G. Watchful waiting for 3 months  
H. Hormonal contraceptive therapy  
I. Referral to breast surgeon  
J. Oral contraceptive therapy",B,medxpert,
ID1085,"What is the most appropriate treatment for this patient?

A. Consult interventional radiologist for IVC filter placement  
B. IV heparin  
C. Inpatient admission for unfractionated heparin  
D. Outpatient anticoagulation with rivaroxaban  
E. Outpatient anticoagulation with warfarin and enoxaparin bridge  
F. Conservative management with aspirin therapy  
G. Outpatient anticoagulation with apixaban  
H. Immediate surgical thrombectomy  
J. Observation for 24 hours with serial troponin measurements",D,medxpert,
ID1380,"What is the most appropriate next step in management?

A. Repeat HIV serology and initiate triple antiretroviral therapy immediately  
B. Begin post-exposure prophylaxis with two antiretroviral drugs  
C. Immediately initiate triple antiretroviral therapy  
D. Perform rapid HIV test and wait for results before initiating therapy  
E. Administer hepatitis B immune globulin and initiate HIV prophylaxis  
F. Defer treatment until baseline HIV serology results are available  
G. Start dual antiretroviral therapy and monitor viral load  
H. Monitor CD4 count and viral load weekly for 4 weeks  
I. Repeat HIV serology and initiate triple antiretroviral therapy if positive  
J. Initiate single-drug prophylaxis with zidovudine",A,medxpert,
ID1840,"Which of the following parameters best supports this recommendation?

A. Urine specific gravity  
B. BUN/Creatinine ratio  
D. Urine output  
F. Serum chloride trend  
G. Urine osmolality  
J. Serum potassium trend",D,medxpert,
ID0979,"What is the most likely diagnosis?

A. Left posterior innominate rotation  
B. Left superior pubic shear  
C. Bilateral pubic compression  
D. Right anterior innominate rotation  
E. Right posterior innominate rotation  
F. Left inferior pubic shear  
G. Sacral torsion on a left oblique axis  
H. Right superior pubic shear  
I. Right inferior innominate shear  
J. Pubic symphysis compression",B,medxpert,
ID0254,"What Is Your Diagnosis?

A: Ichthyosis vulgaris  
B: Netherton syndrome  
C: Pityriasis rubra pilaris  
D: Blau syndrome",D,jama,
ID0590,"What Would You Do Next?

A: Perform vitreous tap and injection of intravitreal antibiotics  
B: Review medical records to see if gentamicin was given intraoperatively  
C: Urgently refer patient to emergency department for embolic stroke workup  
D: Begin valganciclovir hydrochloride therapy and sample intraocular fluid for polymerase chain reaction testing",D,jama,
ID0616,"Which gene mutation is most likely present in this patient?

A. *PTEN*  
B. *KRAS*  
C. *RB1*  
D. *BRCA2*  
E. *BRCA1*  
F. *PALB2*  
G. *CDH1*  
H. *APC*  
I. *TP53*  
J. *MLH1*",I,medxpert,
ID0740,"What Would You Do Next?

A: Perform penetrating keratoplasty  
B: Provide medical management with topical corticosteroids and hypertonic saline solution for an additional 3 months  
C: Obtain an anterior-segment optical coherence tomogram  
D: Perform an endothelial keratoplasty (Descemet stripping and endothelial keratoplasty or Descemet membrane endothelial keratoplasty)",C,jama,
ID1432,"What is the most appropriate treatment for this patient?

A. Empiric broad-spectrum antibiotics  
B. Stool culture and loperamide  
C. Blood cultures and admission  
D. Rapid influenza antigen test  
E. Oral rehydration  
F. Oseltamivir  
G. Intravenous fluid resuscitation  
H. Symptomatic treatment with NSAIDs  
I. Acetaminophen monotherapy  
J. Rest and observation only",E,medxpert,
ID0514,"Following appropriate initial management, which of the following is the most suitable next diagnostic test?

A. Cold agglutinin titer  
B. Bone marrow biopsy  
C. Peripheral blood smear for Heinz bodies  
D. Hemoglobin electrophoresis  
G. Indirect Coombs test  
H. Serum free hemoglobin level  
I. Direct Coombs test  
J. Osmotic fragility test",I,medxpert,"Indirect bilirubin: 2.7 mg/dL D-dimer: <250 ng/mL (Normal: <250 ng/mL) A 35-year-old woman arrives at the emergency department with complaints of fatigue, shortness of breath, and palpitations"
ID1029,"What is the most likely diagnosis?

A. Pancreatitis  
B. Ovarian torsion  
C. Acute cholecystitis  
D. Acute cholangitis  
E. Diverticulitis  
F. HELLP syndrome  
G. Appendicitis  
H. Hepatic abscess  
I. Pyelonephritis  
J. Gastritis",G,medxpert,| Alkaline phosphatase | 79 U/L | She denies tobacco or alcohol use.
ID1538,"What Would You Do Next?  
A: Carry out pathergy test for Behçet disease  
B: Obtain Mycoplasma pneumoniae IgM and IgG levels  
C: Perform an echocardiogram  
D: Test for monkeypox virus",B,jama,. He had targetoid erythematous papules on his face and vesiculobullous lesions on his torso and extremities (Figure).
ID1652,"What Is Your Diagnosis?

A: Aleukemic cutaneous myeloid sarcoma  
B: Cutaneous lymphoma  
C: Lepromatous leprosy  
D: Sarcoidosis",A,jama,.
ID1353,"What Is Your Diagnosis?

A: Lupus pernio  
B: Granulomatous mycosis fungoides  
C: Lupus vulgaris  
D: Leishmania recidivans",C,jama,". There was no local or distant lymphadenopathy; general physical examination findings were unremarkable.A, Clinical findings at presentation in 2008 showed an enlarged and edematous auricle encircled by an indurated erythematous plaque"
ID0942,"Which of the following is the most appropriate next step in managing this patient’s underlying condition?

A. Upper endoscopy with biopsy  
B. Lifestyle modification  
C. Calcium channel blocker therapy  
D. Omeprazole  
E. H2 receptor antagonist therapy  
F. Metoclopramide  
G. Laparoscopic Nissen fundoplication  
H. Surgical gastropexy  
I. Watchful waiting with annual follow-up  
J. Lifestyle modifications and weight loss",H,medxpert,"A 63-year-old male presents to the clinic with complaints of dysphagia and worsening ""heartburn"" over the past year."
ID1551,"What Would You Do Next?

A: Measure fecal calprotectin level  
B: Check for fecal ova and parasites  
C: Measure serum niacin level  
D: Test for serum antitissue transglutaminase antibody",C,jama,.
ID1755,"Which of the following is the most likely diagnosis?

A. Acute right heart failure  
B. Rupture of an emphysematous bleb  
C. Tension pneumothorax  
D. Chemical pneumonitis from inhaled toxins  
E. Methemoglobinemia from chemical exposure  
F. Acute exacerbation of underlying COPD  
G. Right-sided pulmonary embolism  
H. Bronchial obstruction from mucus plugging  
I. Pulmonary edema secondary to decreased cardiac output  
J. Fe3+ hemoglobin in circulating red blood cells",B,medxpert,"Physical examination reveals tachycardia with a systolic murmur best heard at the right upper sternal border, diminished breath sounds over the right upper lobe, and bilateral lower extremity pitting edema."
ID1226,"Based on the examination findings, loss of innervation of which of the following muscles is most likely in this patient?

A. Abductor pollicis longus  
B. Palmaris brevis  
C. Adductor pollicis  
D. Extensor pollicis longus  
E. Flexor pollicis brevis  
F. Extensor pollicis brevis  
G. Abductor pollicis brevis  
H. Opponens pollicis  
I. First dorsal interosseous  
J. Flexor pollicis longus",G,medxpert,
ID1557,"Which posterior Chapman reflex point location would most likely correspond to this patient's condition?

A. Posterior iliac crest  
B. Inferior pubic ramus  
C. Coccyx  
D. Lateral femoral epicondyle  
E. Medial iliotibial band  
F. Sacroiliac joint  
G. Anterior superior iliac spine  
H. Ischial tuberosity  
I. Lateral sacral base  
J. Proximal left iliotibial band",I,medxpert,
ID1288,"What Would You Do Next?

A: Order skin biopsy  
B: Order antinuclear antibody, antineutrophil cytoplasmic antibody, and complement levels  
C: Order lower extremity duplex ultrasound  
D: Order antibiotic therapy",C,jama,
ID1346,"What Would You Do Next?

A: Obtain a brain fluorodeoxyglucose positron emission tomography (FDG-PET) scan.  
B: Order cerebrospinal fluid (CSF) testing for Alzheimer disease biomarkers.  
C: Reassure and address patient’s concerns and follow up in 1 year.  
D: Refer for genetic counseling.",C,jama,His father and maternal great aunt developed dementia in their 70s.
ID0235,"Which of the following is the most appropriate initial treatment?

A. Fecal microbiota transplantation + vancomycin 125 mg PO 4 times per day  
B. Vancomycin 500 mg PO 4 times per day + metronidazole 500 mg intravenously every 8 hours  
C. Bezlotoxumab 10 mg/kg IV once + vancomycin 125 mg PO 4 times per day  
D. Fidaxomicin 200 mg PO 2 times per day  
E. Vancomycin 125 mg PO 4 times per day + metronidazole 500 mg PO three times per day  
F. Vancomycin 500 mg PO 4 times per day alone  
G. Metronidazole 500 mg PO three times per day  
H. Vancomycin 125 mg PO 4 times per day  
I. Tigecycline 100 mg IV loading dose, then 50 mg IV twice daily  
J. Rifaximin 550 mg PO three times per day",B,medxpert,
ID0371,"What is the most appropriate next step in management?

A. Mammogram  
B. Oral ibuprofen and warm compresses  
C. Referral to a lactation consultant  
D. Oral fluconazole for suspected fungal infection  
E. Surgical incision and drainage with IV vancomycin  
F. Needle aspiration and oral dicloxacillin  
G. Observation and follow-up in 1 week  
H. Biopsy of the fluctuant mass  
I. Breast ultrasound to evaluate for malignancy  
J. Cessation of smoking",F,medxpert,
ID0972,"What is the most appropriate next step in management?

A. Repeat urine culture at 37 weeks  
B. Administration of intrapartum cefazolin  
C. Collection of rectovaginal swab for culture  
D. Administration of oral amoxicillin for remainder of pregnancy  
E. Administration of intrapartum penicillin  
F. Collection of urine culture only  
G. No antibiotic prophylaxis needed  
H. Administration of intrapartum vancomycin  
I. Administration of intrapartum clindamycin  
J. Administration of intrapartum erythromycin",B,medxpert,
ID0349,"What is the most appropriate treatment for this patient?

A. Observation with serial ultrasounds  
B. Testicular aspiration  
C. Bilateral surgical procedure  
D. Antibiotic therapy and scrotal elevation  
E. Percutaneous drainage of the testicle  
F. Manual detorsion  
G. Transcutaneous Doppler-guided intervention  
H. Unilateral orchiectomy  
I. Administration of analgesics and anti-inflammatory medication  
J. Surgical debridement",C,medxpert,
ID0973,"What Is Your Diagnosis?

A: Kimura disease  
B: Classic Hodgkin lymphoma  
C: T-cell acute lymphoblastic lymphoma/leukemia  
D: Myeloid/lymphoid neoplasms with eosinophilia and tyrosine kinase gene fusions",D,jama,
ID1931,"What Would You Do Next?

A: Administer empirical broad-spectrum intraperitoneal antibiotics  
B: Administer empirical broad-spectrum intravenous antibiotics  
C: Await peritoneal dialysis fluid culture results before starting intraperitoneal antibiotics  
D: Send blood cultures",A,jama,A 62-year-old woman undergoing peritoneal dialysis (PD) for kidney failure due to IgA nephropathy presented to the PD clinic with a 1-day history of severe abdominal pain and cloudy PD fluid
ID1179,"What is the most likely finding expected on coronary angiography?

A. Coronary artery dissection  
B. Coronary artery ectasia  
C. Coronary artery thrombosis  
D. Spontaneous recanalization  
E. Coronary artery vasospasm  
F. Normal coronary arteries  
G. Coronary artery fistula  
H. Myocardial bridging  
I. Multiple coronary artery aneurysms  
J. Coronary microvascular dysfunction",C,medxpert,
ID0912,"Which axis is associated with this dysfunction?

A. One transverse axis and one anteroposterior axis  
B. One vertical and one transverse axis  
C. Two vertical axes  
D. Two transverse axes  
E. One anteroposterior axis  
F. One transverse axis and two vertical axes  
G. One anteroposterior axis and two vertical axes  
H. One oblique axis and one anteroposterior axis  
I. Two oblique axes  
J. A single sagittal axis",E,medxpert,"On physical examination, the patient appears comfortable, and cranial nerves II-XII are intact"
ID1691,"Which one of the following next steps is most appropriate for this patient?

A. Initiation of zinc acetate therapy without further testing  
B. Testing for Kayser-Fleischer rings via slit-lamp examination  
C. Abdominal ultrasound to evaluate for hepatomegaly  
D. MRI of the brain to evaluate for basal ganglia changes  
E. Liver biopsy  
F. Measurement of 24-hour urinary copper excretion  
G. Serum free copper measurement  
H. Referral for liver transplantation evaluation  
I. Measurement of serum alpha-fetoprotein  
J. Genetic testing for common mutations in the ATP7B gene",F,medxpert,
ID0880,"Which aspect of this patient’s presentation most strongly indicates the need for inpatient hospitalization?

A. Isolated premature ventricular contractions on ECG  
B. BMI of 17.1 kg/m2  
C. Fear of weight gain despite CBT progress  
D. History of intermittent menstruation  
E. Pitting edema without other systemic findings  
F. Lower extremity edema  
G. Recent weight gain  
H. History of anorexia nervosa  
I. Abnormal ECG  
J. Pulse of 55/min",F,medxpert,
ID0922,"Which of the following would be found in this patient?

A. Decreased total iron binding capacity with normal ferritin  
B. Normal RDW with decreased serum iron  
C. Elevated reticulocyte count with normal iron studies  
D. Increased MCV  
E. Decreased oxygen saturation when the patient sleeps  
F. Decreased serum ferritin with normal transferrin saturation  
G. Decreased insulin-like growth factor levels  
H. Increased serum hepcidin levels  
I. Increased RDW and TIBC  
J. Microcytic anemia with normal iron studies",I,medxpert,
ID1591,"Which of these clinical features is the strongest predictor of an unfavorable prognosis?

A. Nonverbal communication skills  
B. Limited eye contact  
C. Normal growth parameters  
D. Macrocephaly  
E. Repetitive behaviors  
F. Functional constipation  
G. Sensory hyperreactivity  
H. Delayed diagnosis  
I. Speech impairment  
J. Fixated interests",I,medxpert,
ID0298,"Which pathogen is the most probable cause of this child's symptoms?

A. *Escherichia coli* O157:H7  
B. *Giardia lamblia*  
C. *Campylobacter jejuni*  
D. *Salmonella enterica*  
E. Rotavirus  
F. *Entamoeba histolytica*  
G. *Cyclospora cayetanensis*  
H. *Cryptosporidium*  
I. *Naegleria fowleri*  
J. *Vibrio cholerae*",H,medxpert,
ID1423,"What is the most likely diagnosis?

A. left-on-left sacral torsion  
B. right-on-left sacral torsion  
C. bilateral sacral flexion  
D. unilateral sacral flexion on the right  
E. unilateral sacral extension on the left  
F. left-on-right sacral torsion  
G. bilateral sacral extension  
H. sacral shear dysfunction on the right  
I. anterior sacral base dysfunction  
J. right-on-right sacral torsion",F,medxpert,
ID1328,"In addition to surgical debridement, which one of the following regimens, if any, should be initiated in this patient?

A. Vancomycin and ceftriaxone  
B. Vancomycin and metronidazole  
C. Doxycycline and rifampin  
D. Ampicillin-sulbactam and azithromycin  
E. Trimethoprim-sulfamethoxazole and ceftazidime  
F. Clindamycin and trimethoprim-sulfamethoxazole  
G. Clindamycin and ciprofloxacin  
H. Vancomycin and cefepime  
I. Cefazolin and gentamicin  
J. Daptomycin and piperacillin-tazobactam",H,medxpert,
ID1113,"What Is Your Diagnosis?

A: Turner syndrome  
B: Fragile X syndrome  
C: Rett syndrome  
D: Cerebral palsy",C,jama,"Blood reports showed anemia (hemoglobin level of 9.1 g/dL; to convert to grams per liter, multiply by 10) and low levels of high-density lipoprotein cholesterol (47 mg/dL; to convert to millimoles per liter, multiply by 0.0259). The head size was normal at birth, and no other abnormalities were seen during her infancy"
ID1501,"Beyond lifestyle modifications including sodium restriction and increased fluid intake, which of the following is the most appropriate therapeutic intervention?

A. Start a low-calcium diet  
B. Initiate allopurinol  
C. Initiate bisphosphonate therapy  
D. Initiate furosemide  
E. Initiate potassium citrate  
F. Restrict dietary calcium  
G. Initiate acetazolamide  
H. Initiate sodium bicarbonate  
I. Recommend vitamin D supplementation  
J. Initiate chlorthalidone",J,medxpert,
ID0587,"Which one of the following diagnoses is most likely in this case?

A. Acute necrotizing ulcerative gingivitis  
B. Hand, foot, and mouth disease  
C. Erythema multiforme  
D. Stevens-Johnson syndrome  
E. Herpetic gingivostomatitis  
F. Viral pharyngitis with secondary bacterial infection  
G. Recurrent aphthous stomatitis  
H. Acute lymphonodular pharyngitis  
I. Herpangina  
J. Candidal stomatitis",E,medxpert,The rest of his physical examination is unremarkable
ID1520,"What Would You Do Next?

A: Check levels of serum protein, albumin, prealbumin, and other nutritional laboratory measures  
B: Check urinalysis and urine microscopy to evaluate for protein in urine  
C: Perform a skin biopsy  
D: Treat with topical steroids",A,jama,
ID0275,"Which of the following additional findings will likely be seen on physical examination?

A. Anterior translation of the tibia against a fixed femur  
B. Inability to perform a straight-leg raise without pain  
C. Palpable defect superior to the patella  
D. Posterior knee and calf swelling  
E. Crepitus with passive knee flexion and extension  
F. Medial joint line tenderness with valgus stress testing  
G. Tenderness over the patellar tendon with no palpable defect  
H. Posterior translation of the tibia against a fixed femur  
I. Palpable defect inferior to the patella  
J. Lateral deviation of the patella with resisted knee extension",C,medxpert,
ID0170,"Echocardiography is most likely to reveal which of the following findings?

A. Anomalous shunting of blood through a defect in atrial septum  
B. Positioning of the ascending aorta directly over a ventricular septal defect  
C. Abnormal narrowing of the aorta at the aortic isthmus  
D. A defect in the interventricular septum with overriding of the pulmonary artery  
E. Complete absence of the tricuspid valve with hypoplastic right ventricle  
F. A single arterial trunk arising from the heart supplying both systemic and pulmonary circulation  
G. Persistent blood flow between the pulmonary artery and descending aorta  
H. A patent foramen ovale with left-to-right atrial shunting  
I. Failure of the aorticopulmonary septum to spiral during embryogenesis  
J. Anomalous pulmonary venous return into the right atrium",G,medxpert,
ID1127,"What Would You Do Next?

A: Aspirate the orbital lesion  
B: Schedule an orbital computed tomography scan  
C: Examine the abdomen during the EUA  
D: Refer the child for a biopsy of the lesion",C,jama,
ID0385,"Which diagnostic test would be most appropriate to confirm the suspected diagnosis?

A. Pulmonary function testing  
B. Allergy skin testing  
C. Rigid bronchoscopy  
D. High-resolution chest CT with contrast  
E. Chest CT  
F. Methacholine challenge test  
G. Echocardiogram  
H. Laryngoscopy  
I. Flexible bronchoscopy  
J. Barium swallow study",I,medxpert,
ID0417,"What Would You Do Next?

A: Perform an excisional biopsy  
B: Administer intravenous antibiotics and observe  
C: Refer to an ear, nose, and throat physician for removal of frontal sinus cystic lining  
D: Perform an anterior orbitotomy with abscess drainage in conjunction with endoscopic sinus surgery",D,jama,"Worsening edema prompted his primary care physician to initiate a course of oral methylprednisolone and amoxicillin-clavulanic acid, which did not alleviate the symptoms. Pupils were reactive, extraocular motility was full, and intraocular pressure was 19 mm Hg OD and 16 mm Hg OS."
