Origin,question_options,answer_corr,data_source_corr,New_Sentences
ID0872,"What is the most appropriate next step in management?

A. Initiate prednisone 60 mg daily  
C. Perform a temporal artery biopsy  
D. Obtain bilateral shoulder radiographs  
E. Initiate prednisone 15 mg daily  
F. Prescribe physical therapy for shoulder impingement  
G. Refer for ultrasound-guided corticosteroid injections into both shoulders  
H. Obtain a chest X-ray to rule out paraneoplastic syndrome  
J. Initiate methotrexate therapy for suspected inflammatory arthritis",D,medxpert,"A 75-year-old male presents with a 6-month history of bilateral shoulder pain, more severe on the right side, accompanied by upper arm stiffness and aching."
ID0233,"How is the diagnosis determined for this patient?

A. Pressing on the anteromedial aspect of the transverse process of the associated vertebra  
B. Pressing on the anterolateral aspect of the right posterior tubercle of the transverse process of the associated vertebra  
C. Applying pressure directly to the spinous process of the associated vertebra  
D. Translating the associated vertebra to the left by pressing on its articular pillar  
E. Pressing on the posterolateral aspect of the right articular process of the associated vertebra  
F. Translating the associated vertebra to the right by pressing on the contralateral articular pillar  
G. Palpating the posterior aspect of the transverse process and applying an inferomedial force  
H. Pressing on the inferolateral aspect of the right articular pillar of the associated vertebra  
I. Palpating the anterior aspect of the right transverse process and applying a lateral force  
J. Pressing on the lateral aspect of the right portion of the bifid spinous process of the associated vertebra",B,medxpert,"On physical examination, there are no abnormalities in strength, sensation, reflexes, or range of motion."
ID1777,"What is the most appropriate first step in management?

A. Trial of sucralfate therapy  
B. Stool antigen test for H. pylori  
C. Empiric antacid therapy  
D. Proton pump inhibitors  
E. Urea breath test  
F. CT scan of abdomen and pelvis  
G. Trial of dietary modification  
H. Upper endoscopy with biopsy  
I. Abdominal ultrasonography  
J. Serum H. pylori antibody test",E,medxpert,A 37-year-old male with no significant medical history presents with an 8-week history of burning epigastric pain that occurs post-prandially and occasionally radiates to his back.
ID0596,"What Would You Do Next?

A: Check ferritin and transferrin saturation  
B: Check rheumatoid factor (RF)  
C: Order magnetic resonance imaging of the sacroiliac joint  
D: Refer for surgical consultation",A,jama,"A plain radiograph of the pelvis (Figure, right panel) showed sclerosis and joint narrowing at both sacroiliac joints as well as joint narrowing and osteophytes in the hip joints bilaterally.Plain radiographs of the hands and pelvis at presentation.Order magnetic resonance imaging of the sacroiliac joint A 44-year-old White man presented with a 15-year history of dull midline lower back pain associated with bilateral hip pain."
ID0367,"What is the correct diagnosis and appropriate treatment approach?

A. Right inhalation dysfunction that should be addressed with muscle energy to rib 5  
B. Right inhalation dysfunction that should be addressed with balanced ligamentous tension to rib 1  
C. Right inhalation dysfunction that should be addressed with myofascial release to ribs 1-5  
E. Right exhalation dysfunction that should be addressed with direct articulation to rib 1  
F. Right exhalation dysfunction that should be addressed with muscle energy to rib 1  
G. Right exhalation dysfunction that should be addressed with counterstrain to rib 1  
H. Right inhalation dysfunction that should be addressed with HVLA to rib 1  
I. Right inhalation dysfunction that should be addressed with muscle energy to rib 1  
J. Right inhalation dysfunction that should be addressed with rib raising to ribs 1-5",F,medxpert,"His vital signs show: BP 124/78 mm Hg, HR 78/min, RR 17/min, and temperature 37.2°C (99.1°F)."
ID1333,"Which of the following is the most likely diagnosis?

A. Ischemic colitis  
B. Liver metastases from an unknown primary tumor  
C. Colon cancer  
D. Acute appendicitis  
E. Crohn's disease  
F. Diverticulitis  
G. Hepatocellular carcinoma  
I. Pancreatic cancer  
J. Gallbladder carcinoma",C,medxpert,A 62-year-old man is brought to his primary care physician by his daughter after avoiding medical care for the past 10 years.
ID0541,"What Would You Do Next?

A: Intrastromal injection of anti–vascular endothelial growth factor  
B: Start topical corticosteroid eyedrops  
C: Begin oral and/or topical antiviral medications  
D: Perform an endothelial keratoplasty",B,jama,"The fellow eye had no corneal edema and was pseudophakic, with prior panretinal photocoagulation scars in the peripheral retina."
ID1654,"What is the most appropriate next step in management?

A. Flexible sigmoidoscopy  
B. Colonoscopy with biopsy  
C. Abdominal ultrasound  
D. Measurement of fecal calprotectin  
E. Colectomy  
F. Stool culture and sensitivity  
G. Intravenous corticosteroids  
H. Empiric broad-spectrum antibiotics  
I. CT scan of the abdomen and pelvis  
J. Plain abdominal radiograph",J,medxpert,A 72-year-old female presents to the emergency department with severe abdominal pain and a 5-day history of bloody diarrhea that has progressively worsened.
ID0948,"Which muscle should be activated to address this patient's rib somatic dysfunction?

A. Levator scapulae  
B. Pectoralis minor  
C. Sternocleidomastoid  
D. Trapezius  
E. Rhomboid major  
F. Posterior scalene  
G. Intercostal muscles  
H. Serratus anterior  
I. External oblique  
J. Anterior scalene",F,medxpert,Ribs 2–5 on the right show poor elevation during inhalation but descend normally with exhalation.
ID0816,"In addition to performing a hysterosalpingogram, which of the following diagnostic tests is most appropriate for this patient?

A. Anti-Müllerian hormone test  
B. Luteinizing hormone test  
C. Endometrial biopsy  
D. Antral follicle count via ultrasound  
E. Day-3 follicle-stimulating hormone test  
F. Antisperm antibody test  
G. Estradiol level test  
H. Testosterone and DHEA-S levels  
I. Thyroid-stimulating hormone and prolactin tests  
J. Inhibin B level test",E,medxpert,A 33-year-old woman presents with a 2-year history of inability to conceive despite regular intercourse.
ID0243,"What Would You Do Next?

A: Edrophonium test  
B: Oculoplastic referral for ptosis repair  
C: Magnetic resonance angiography of the brain and neck  
D: Sumatriptan injection",C,jama,The patient’s blood pressure was 160/79 mm Hg.External photograph demonstrating ptosis of the left upper eyelid.Magnetic resonance angiography of the brain and neck The patient had previously been evaluated by his primary care physician and referred to a neuroophthalmologist.
ID1357,"While awaiting culture results, which of the following is the most appropriate initial treatment?

A. Oral fosfomycin  
B. Oral cefixime  
C. Intramuscular gentamicin  
D. Oral ciprofloxacin  
E. Admission to the hospital and administration of intravenous ceftriaxone  
F. Oral nitrofurantoin  
G. Observation without antibiotics until culture results return  
H. Oral amoxicillin-clavulanate  
I. Oral trimethoprim-sulfamethoxazole  
J. Oral ampicillin",B,medxpert,"Urinalysis demonstrates: Vital signs show temperature 38.5°C, heart rate 110/min, respiratory rate 20/min, and blood pressure 100/70 mm Hg Her medical history is unremarkable with no medications or allergies."
ID0926,"What sacral somatic dysfunction best describes these findings?

A. Left-on-right backward sacral torsion  
B. Right-on-left forward sacral torsion  
C. Left-on-right forward sacral torsion  
D. Right sacral shear  
E. Bilateral sacral extension  
F. Right unilateral sacral flexion  
G. Left sacral shear  
H. Bilateral sacral flexion  
I. Left-on-left forward sacral torsion  
J. Right-on-left backward sacral torsion",A,medxpert,"He broke his fall with his left hand and landed on his buttocks, with no head injury or loss of consciousness."
ID0778,"What is the most likely underlying cause of this patient's pleural effusion?

A. Pulmonary embolism with infarction  
B. Metastatic breast cancer  
C. Bacterial empyema  
D. Tuberculosis  
E. Rheumatoid pleuritis  
F. Asbestos-related benign pleural effusion  
G. Mesothelioma  
H. Bronchial adenocarcinoma  
I. Viral pleuritis  
J. Congestive heart failure-related transudate",G,medxpert,"A 79-year-old female presents for evaluation of a two-month history of nonproductive cough, fatigue, dyspnea on mild exertion, and a 4.5-kg weight loss."
ID1462,"Which therapeutic intervention would be most appropriate for this patient's condition?

A. Forced-air warming systems  
B. Continuous venous rewarming  
C. External cardiac compression  
D. Hemodialysis  
E. Cover with blankets  
F. Extracorporeal membrane oxygenation  
G. Warm water immersion  
H. Peritoneal lavage with warmed fluids  
I. Core temperature monitoring only  
J. Administration of warm IV fluids alone",A,medxpert,"Her vital measurements show: temperature 31°C (87.8°F), heart rate 106/min, breathing rate 14/min, and blood pressure 140/90 mm Hg Her ECG demonstrates J point elevation."
ID0440,"Along with oral analgesics, which of the following treatments would be most appropriate for this patient?

A. Frenzel maneuver  
B. Galbreath technique  
C. Dix-Hallpike test  
D. Topical amoxicillin therapy  
E. Politzer maneuver  
F. Valsalva maneuver  
G. Pneumatic otoscopy  
H. Eustachian tube massage  
I. Sphenopalatine ganglion release  
J. Tympanocentesis",B,medxpert,"His mother denies any respiratory, rash, or gastrointestinal symptoms."
ID1667,"What is the most appropriate next step in diagnostic testing?

A. Complete blood count, basic metabolic panel, and thyroid-stimulating hormone  
B. Thyroxine  
C. Creatine kinase level  
D. Serum iron studies and vitamin B12 level  
E. Brain MRI with contrast  
F. Polysomnography  
G. Hemoglobin A1C and fasting glucose  
H. Morning cortisol  
J. 24-hour ambulatory blood pressure monitoring",A,medxpert,"His BMI is 36, and physical examination reveals a neck circumference of 42 cm with normal thyroid."
ID0466,"What Is Your Diagnosis?

A: Myotonic dystrophy  
B: Systemic sclerosis  
C: Deep morphea (morphea profunda)  
D: Eosinophilic fasciitis",D,jama,"Blood test results indicated eosinophilia (absolute eosinophil count, 1300 μL; reference, <500μL [to convert to ×109/L, multiply by 0.001]), elevated erythrocyte sedimentation rate (ESR, 31 mm/h; reference, <15 mm/h) and C-reactive protein (CRP, 3.01 mg/dL; reference, <0.8 mg/dL [to convert to mg/L, multiply by 10]) A 31-year-old man with insidious onset of limited mobility of joints visited our clinic for evaluation."
ID1369,"Which of the following medications is the most suitable for managing weight loss in this patient?

A. Orlistat  
B. Lorcaserin  
C. Phentermine-topiramate, extended release  
D. Bupropion alone  
E. Naltrexone-bupropion  
F. Liraglutide  
G. Topiramate monotherapy  
H. Semaglutide  
I. Metformin  
J. Levothyroxine",C,medxpert,"Over the past six months, she has achieved a 3% reduction in body weight through dietary counseling, participation in a commercial weight loss program, and regular exercise."
ID1789,"What is the most likely diagnosis?

A. Imperforate hymen  
B. Müllerian agenesis  
C. Kallmann syndrome  
D. Normal development  
E. Hypothalamic amenorrhea  
F. Vaginal septum  
G. Androgen insensitivity syndrome  
H. Polycystic ovary syndrome  
I. Gonadal dysgenesis  
J. Constitutional delay of puberty",F,medxpert,"Over the past year, she has experienced occasional headaches with photosensitivity and nausea, which are relieved by ibuprofen."
ID1298,"Which of the following medications should be initiated for this patient?

A. Ganciclovir  
B. Azithromycin  
C. Penicillin  
D. Voriconazole  
E. Atovaquone  
F. Caspofungin  
G. Dapsone  
H. TMP-SMX  
I. Fluconazole  
J. Valacyclovir",H,medxpert,"Before the transplant, he was on dialysis and taking lisinopril, atorvastatin, insulin, and aspirin."
ID1741,"After emergency administration of dexamethasone, what is the most appropriate next step in management?

A. Discontinue immunotherapy  
B. Vancomycin plus piperacillin-tazobactam  
C. Increase oxycodone dosage  
D. MRI with contrast  
E. Urgent vertebroplasty  
F. Neurosurgical consultation  
G. Continue dexamethasone  
H. Physical therapy evaluation  
I. Palliative care consultation  
J. Radiation-oncology consultation",F,medxpert,"On examination, vital signs show: temperature 98.4°F, pulse 94/min, blood pressure 132/86 mm Hg, and oxygen saturation 97% on room air The lower back is tender to light touch."
ID0356,"What Would You Do Next?

A: Perform laparoscopic appendectomy and peritoneal biopsy  
B: Order repeat image-guided paracentesis/cytology  
C: Order colonoscopy with biopsy  
D: Order broad-spectrum antibiotics to cover gram-negative and anaerobic enteric species",A,jama,"She had no fevers, nausea, vomiting, diarrhea, constipation, blood in the stool, or weight loss."
ID1948,"Which intervention would be most effective in treating this patient's hypertension?

A. Alcohol cessation  
B. Calcium channel blocker monotherapy  
C. Stress reduction techniques  
D. ACE inhibitor initiation  
E. Regular aerobic exercise  
F. Combination antihypertensive therapy  
G. Sodium restriction  
H. Weight loss  
I. Thiazide diuretic therapy  
J. DASH diet",H,medxpert,"His vital signs show: temperature 97.5°F (36.4°C), blood pressure 167/108 mmHg, pulse 90/min, respiratory rate 15/min, and oxygen saturation 99% on room air."
ID1674,"What Would You Do Next?

A: Obtain indocyanine green angiography  
B: Discontinue immunosuppression therapy  
C: Order optical coherence tomography  
D: Repeat neuroimaging",C,jama,"Polymerase chain reaction results for babesiosis later returned as negative.Ocular examination revealed uncorrected distance acuity of 20/50 OD and 20/60 OS He was found to be anemic (hemoglobin concentration, 6.7 g/dL; normal concentration, 13.5-17.5 g/dL) (to convert hemoglobin concentration to g/L, multiply by 10), requiring transfusion His medical history was significant for Crohn disease controlled with monthly injections of ustekinumab (Stelara; Janssen Biotech Inc)."
ID1270,"Which of the following is the most appropriate next step in management and corresponding finding?

A. Temporal artery biopsy demonstrating giant cell arteritis  
B. Acetylcholine receptor antibody testing revealing myasthenia gravis  
C. High resolution CT demonstrating hyperdense lesions  
D. Anti-MOG antibody testing showing positive results  
E. Nerve conduction study showing demyelinating neuropathy  
F. Serum B12 level showing severe deficiency  
G. CT angiogram revealing vertebral artery dissection  
H. Visual evoked potentials revealing delayed P100 latency  
I. Psychiatric evaluation revealing multiple acute life stressors  
J. Lumbar puncture demonstrating oligoclonal bands",J,medxpert,"Her temperature is 99.5°F (37.5°C), blood pressure is 100/60 mmHg, pulse is 100/min, respirations are 15/min, and oxygen saturation is 98% on room air Her symptoms started last night and have persisted until this morning."
ID1890,"What is the most appropriate initial management step?

A. Intravenous antibiotics  
B. Physical therapy referral  
C. Observation and follow-up in 24 hours  
E. Computed tomography scan of the spine  
F. Lumbar puncture  
G. Epidural steroid injection  
H. Surgical consultation for decompression  
J. Dexamethasone",J,medxpert,He reports low back pain with posterior leg radiation starting the day before the fall.
ID0504,"Which aspect of this patient’s history is most likely linked to her current condition?

A. Lack of prenatal complications  
B. Pertussis prophylaxis  
C. Female sex  
D. Family history of ulcerative colitis  
E. Exposure to a sibling with pertussis  
F. Monozygotic twinning  
G. Maternal diet  
H. Prematurity  
I. Breastfeeding  
J. Twin birth",B,medxpert,A 3-week-old female infant is brought to the pediatrician due to new-onset vomiting after feedings.
ID1084,"What Would You Do Next?

A: Give intravenous pulse-dose methylprednisolone  
B: Initiate therapeutic anticoagulation with heparin  
C: Start empirical broad-spectrum antibiotic therapy  
D: Start vasodilator therapy with nifedipine",D,jama,"Subserologic testing showed high positive anti-Ro52 (176; <20), anti-Ro60 (563; <20), and anti–Scl-70 antibodies (786; <20).A, Digital changes observed in patient She reported no oral ulcers, pleuritic chest pain, shortness of breath, hemoptysis, decreased urine output, hematuria, joint pain, fevers, or weight change.On examination, she was afebrile Heart rate was 60/min; blood pressure, 100/70 mm Hg; respiratory rate, 18/min; and Spo2, 100%."
ID0435,"A deficiency in which of the following proteins is most likely responsible for this patient’s condition?

A. Acyl-CoA dehydrogenase  
B. Hepatic lipase  
C. Hormone-sensitive lipase  
D. Apolipoprotein C-II  
E. Apolipoprotein E  
F. Pancreatic lipase  
G. Cholesteryl ester transfer protein  
H. Microsomal triglyceride transfer protein  
I. Lipoprotein lipase  
J. Carnitine palmitoyltransferase I",I,medxpert,A 30-year-old male presents to the emergency department with abdominal pain that began two hours ago.
ID1256,"What is the most appropriate next step in this patient’s management?

A. Initiation of adalimumab  
B. Initiation of methotrexate  
C. Initiation of vitamin B12 injections  
D. Oral prednisone therapy  
E. Subcutaneous erythropoietin injection  
F. Oral iron supplementation  
G. Addition of azathioprine  
H. Switch to systemic budesonide  
I. Intravenous iron supplementation  
J. Switch to oral mesalamine",D,medxpert,"Her temperature is 37.9°C (100.2°F), pulse is 92/min, and blood pressure is 110/65 mmHg."
ID0506,"What is the most appropriate management approach for this patient?

A. Order CT scan with contrast of the neck  
B. Perform needle aspiration for culture  
C. Perform incision and drainage of the lesion  
D. Refer for surgical evaluation and excision of the lesion  
E. Start empiric treatment with azithromycin  
F. Obtain Bartonella henselae titers  
G. Initiate combination therapy with rifampin and doxycycline  
H. Order interferon-gamma release assay testing  
I. Submit an aspirate of the lesion for pathologic evaluation  
J. Continue clindamycin for an additional 2 weeks",D,medxpert,The patient has a pet cat at home and no recent travel history.
ID1905,"Which of the following complications is this patient most at risk of developing?

A. Aortic dissection  
C. Pulmonary embolism  
D. Aortic aneurysm rupture  
E. Renal artery stenosis leading to worsening hypertension  
F. Critical limb ischemia requiring amputation  
G. Acute myocardial infarction  
H. Chronic venous insufficiency  
I. Deep vein thrombosis  
J. Deep vein thrombosis in the affected limb",G,medxpert,"An ankle-brachial index (ABI) is 0.65 in the right leg and 0.9 in the left leg Her medical history includes hypertension and hyperlipidemia, and she takes lisinopril and simvastatin daily."
ID1399,"Which of the following is the most likely diagnosis?

A. Ulceroglandular tularemia  
B. Necrotizing fasciitis  
C. Tularemia  
D. Ecthyma gangrenosum  
E. Cutaneous anthrax  
F. Bacillary angiomatosis  
G. Cutaneous leishmaniasis  
H. Sporotrichosis  
I. Pyoderma gangrenosum  
J. Impetigo",E,medxpert,His temperature is 38.3°C (101°F).
ID0491,"What is the most appropriate next step in management?

A. Proton pump inhibitor  
B. Lifestyle modification counseling  
C. Upper endoscopy  
D. Nitroglycerin  
E. Beta-blocker  
F. Cardiac stress test  
G. H2 receptor antagonist  
H. Antacid  
I. Aspirin therapy  
J. Barium swallow",A,medxpert,"He recalls experiencing a similar, milder pain last week while sleeping at night."
ID1795,"What would be the most appropriate way to proceed with this clinical interview?  
A. Begin a basic evaluation, but wait for the professional interpreter before obtaining a more thorough history  
B. Proceed with the clinical interview using the son as the interpreter without obtaining permission  
C. Conduct the interview in English, using simplified language and writing down questions for the patient to read  
D. Use a smartphone translation application to facilitate the clinical interview  
E. Use nonverbal communication and gestures to gather as much information as possible while waiting for the interpreter  
F. Reschedule the appointment for a day when an interpreter is available in person  
G. Wait until the professional interpreter becomes available before beginning any evaluation  
H. Use the son as an interpreter for the entire clinical interview, as he is fluent in both languages  
I. Obtain permission from the patient to have the son act as an interpreter  
J. Ask the patient’s son to translate only the most urgent questions while waiting for the professional interpreter",A,medxpert,A 55-year-old male patient arrives for a routine visit accompanied by his 15-year-old son.
ID0716,"What Would You Do Next?

A: Surgical iridectomy  
B: Kidney ultrasonography  
C: Positron emission tomography scan  
D: Computed tomography scan of the chest, abdomen, and pelvis",D,jama,"The findings of the posterior pole examination were unremarkable bilaterally.Computed tomography scan of the chest, abdomen, and pelvis He was not taking any ocular medications, and his only systemic medication was an oral β-blocker."
ID1944,"Which histopathologic finding is most characteristic of this diagnosis?

A. Lymphoplasmacytic infiltrate  
B. Intercellular bridges  
C. Hobnail cells  
D. Signet-ring cells  
E. Apocrine glands  
F. Mucin pools  
G. Spindle-shaped cells  
H. Papillary projections  
I. Cribriform pattern  
J. Syncytial cells",J,medxpert,"Her vital signs include a temperature of 98.6 ºF, blood pressure of 120/82 mmHg, pulse of 80/min, and respiratory rate of 12/min A 36-year-old woman visits the primary care clinic due to a palpable mass in her right breast, discovered incidentally by her boyfriend."
ID0433,"What is the most appropriate next step to evaluate this patient?

A. 24-hour urine collection  
B. Complete blood count  
C. Measurement of complement levels  
D. Urine culture  
E. Renal ultrasound  
F. Voiding cystourethrogram  
G. Renal biopsy  
H. Antistreptolysin O titer  
I. CT scan of abdomen and pelvis  
J. Urine calcium-to-creatinine ratio",E,medxpert,"Urinalysis demonstrates 3+ blood, 2+ protein, a specific gravity of 1.015 (reference range, 1.001–1.035), and a pH of 7.0 (reference range, 5.0–9.0) There are no white cells, nitrites, ketones, or glucose detected."
ID1055,"What is the most appropriate screening recommendation for this patient?

A. CT colonography every 5 years starting at age 40  
B. Repeat screening in 10 years if initial colonoscopy is negative  
C. Colonoscopy at the age of 40 years  
D. Fecal occult blood testing annually  
E. Immediate screening for colon cancer  
F. Genetic testing for Lynch syndrome before screening  
G. Routine screening starting at age 45 per general guidelines  
H. Stool DNA testing every 3 years  
I. Flexible sigmoidoscopy every 5 years starting at age 40  
J. Colonoscopy at the age of 50 years",E,medxpert,A 35-year-old man seeks medical consultation regarding his colon cancer risk after learning that his 45-year-old sister was recently diagnosed with colon cancer.
ID0422,"What Would You Do Next?  
A: Perform a complete excision  
B: Administer cryotherapy treatment  
C: Order systemic laboratory workup  
D: Observe",C,jama,"Polarized microscopy of the deposits showed apple-green birefringence (Figure, B).A, Everted upper eyelid examination results reveal an elevated yellow, waxy mass along the tarsal conjunctiva (arrowhead)."
ID0328,"What Would You Do Next?

A: Initiate immunosuppressive therapy  
B: Monitor for resolution of subretinal fluid  
C: Retinal detachment repair with vitrectomy and/or scleral buckle  
D: Surgery to create scleral windows",A,jama,"No retinal tears were seen on a depressed examination.Retinal detachment repair with vitrectomy and/or scleral buckle An examination now revealed 2+ vitreous cells and extensive exudative retinal detachments in both eyes (Figure 1B) Similar findings were present in the left eye.One week later, the BCVA worsened to E at 3 feet OD and 20/200 OS Topical prednisolone was started for presumed acute anterior uveitis.One week later, the photophobia had improved The topical prednisolone was stopped.Findings on presentation and follow-up Her best-corrected visual acuity (BCVA) was 20/30 + 2 OD and 20/20 OS A diagnosis of central serous retinopathy (CSR) was made."
ID0488,"What Is Your Diagnosis?

A: Multiple system atrophy  
B: Vascular dementia  
C: Fragile X–associated tremor ataxia syndrome  
D: Essential tremor",C,jama,"Gait, posture, and walking capacities during a timed 6-m walk were normal.A, Handwriting task from the motor examination showing abnormal handwriting ."
ID0553,"What Would You Do Next?

A: Observation with close follow-up  
B: Lumbar puncture  
C: Serum and urine testing for various inflammatory and infectious processes  
D: Orbital and brain magnetic resonance imaging",C,jama,"B, Left eye.Serum and urine testing for various inflammatory and infectious processes The patient was not taking any prescription or over-the-counter medicines; however, she had recently used a short-term course of oral antibiotics for a tooth infection.On examination, Snellen visual acuity with correction was 20/20 OD and 20/25 OS There was no vascular sheathing, choroidal granulomas, or chorioretinal scarring in the periphery.Fundus photography from initial consultation showing 360° nerve hyperemia with mild elevation of the nasal disc border bilaterally External examination was unremarkable, and slitlamp examination revealed normal eyelids, conjunctiva, and sclera."
ID1859,"What Would You Do Next?

A: Arrange 6-month follow-up  
B: Obtain additional imaging  
C: Perform an incisional biopsy  
D: Perform an excisional biopsy",B,jama,"No lytic bone changes or bone remodeling could be seen (Figure 1).Computed tomographic imaging from outside facility revealed a 1.9 × 2.3 × 1.8-cm mass of an unclear cause within the anterolateral right orbit, exerting mass effect on the globe The palpebral lobe of the right lacrimal gland was erythematous and prominent compared with the normal-appearing left lacrimal gland."
ID1016,"What Would You Do Next?

A: Order a complete blood cell count and coagulation testing  
B: Oral and topical corticosteroids  
C: Plasmapheresis for hyperviscosity syndrome  
D: Fluorescein angiography",D,jama,"Slitlamp examination of the right eye revealed a normal anterior and posterior segment, with no retinal vascular abnormality or hemorrhage.The fundus of the left eye showed peripapillary hemorrhages, nasal disc edema, and diffuse retinal and preretinal hemorrhages throughout the posterior pole and periphery; a white-centered hemorrhage is found within the superior macula.Order a complete blood cell count and coagulation testing Spontaneous venous pulsations were not appreciated."
ID1285,"What Would You Do Next?

A: Order bronchoscopy with bronchoalveolar lavage and transbronchial biopsy  
B: Assess serum α1-antitrypsin level and genotype  
C: Order inhaled nasal nitric oxide and ciliary dyskinesia genetic testing  
D: Assess sweat chloride and cystic fibrosis genetic screening",B,jama,"Pulmonary function testing demonstrated a severe obstruction with a forced expiratory volume at 1 second (FEV1) of 0.79 L (28% of predicted), forced vital capacity (FVC) of 1.64 L (47% of predicted), FEV1:FVC ratio of 48%, and a reduced diffusing capacity for carbon monoxide of 8.74 mL/min per mm Hg (23.75% of predicted), which was consistent with emphysema Chest radiography followed by computed tomography (CT) of the chest showed lower lobe predominant emphysema and bronchiectasis (Figure).Computed tomography of the chest Examination revealed scattered wheezes and rhonchi on auscultation."
ID1469,"What Would You Do Next?

A: Perform intravitreal corticosteroid injection  
B: Perform intravitreal anti–vascular endothelial growth factor injection  
C: Review medical and family history for hypercoagulable or inflammatory systemic diseases  
D: Perform panretinal photocoagulation",C,jama,"B, Left fundus photograph demonstrating venous tortuosity and dilation, disc edema, scattered intraretinal hemorrhages, and nasal macula nerve fiber layer infarct (arrowheads).Review medical and family history for hypercoagulable or inflammatory systemic diseases Results of the right eye fundus examination were unremarkable (Figure, A)."
ID0654,"Which of the following is the most likely cause of this patient's decreased sensation?

A. Cerebral infarction during the hospitalization

B. Complication of the IVC filter placement

C. Compression of the lateral femoral cutaneous nerve

D. Hematoma of the left thigh",C,mmlu,"She had a retroperitoneal hemorrhage; anticoagulant therapy was temporarily discontinued, and she underwent placement of an inferior vena cava (IVC) filter."
ID0256,"The most appropriate management is to

A. administer an epidural anesthetic

B. administer tocolytic therapy

C. apply cervical topical corticosteroids

D. augment the labor with oxytocin",D,mmlu,"She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions Examination shows no reason for obstructed labor."
ID1152,"The most likely diagnosis is

A. Braxton Hicks contractions

B. lower uterine retraction ring

C. hypotonic uterine dysfunction

D. primary dysfunctional labor",C,mmlu,"She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions She had been having regular contractions every 4 minutes, but is now having only a few intermittent, weak contractions Examination shows no reason for obstructed labor."
ID0951,"Which of the following is the most appropriate interpretation of these study results?

A. The findings are clinically and statistically significant

B. The findings are clinically insignificant but statistically significant

C. The findings are clinically significant but statistically insignificant

D. The findings are neither clinically nor statistically significant",B,mmlu,"The mean time for resolution of symptoms for patients receiving the new drug was 6.4 days, compared with a mean time of 6.7 days for patients receiving the placebo (p=0.04) The physician refers to a randomized, double-blind, placebo-controlled clinical trial that evaluated the effectiveness of a new drug for the treatment of the common cold."
ID1336,"This patient is at greatest risk for which of the following complications?

A. Atrial fibrillation

B. Cor pulmonale

C. Systemic hypertension

D. Tricuspid valve regurgitation",C,mmlu,"He is at the 25th percentile for height, weight, and BMI."
ID1466,"The most likely cause of these findings is entrapment of which of the following on the right?

A. Median nerve at the wrist

B. Musculocutaneous nerve at the forearm

C. Radial nerve at the forearm

D. Ulnar nerve at the elbow",D,mmlu,She has no history of serious illness and takes no medications.
ID1863,"Which of the following is the most appropriate next step in management?

A. Reassurance

B. Assess for suicidal ideation

C. Begin dextroamphetamine therapy

D. Increase oxycodone dosage",B,mmlu,"On mental status examination, she is oriented to person, place, and time."
ID1633,"It is most appropriate to evaluate which of the following lymph nodes first for evidence of metastasis in this patient?

A. Inferior deep cervical

B. Parotid

C. Retropharyngeal

D. Submental",D,mmlu,Physical examination shows a 1.5-cm mass on the apex of the tongue A 51-year-old man comes to the office because of a 6-month history of a lump on his tongue that is interfering with his speech and eating; he also has had a 6.8-kg (15-lb) weight loss during this period Further evaluation of the mass confirms squamous cell carcinoma.
ID1587,"Which of the following is the most appropriate pharmacotherapy?

A. Carbonic anhydrase inhibitor

B. Na+ –Cl− symport inhibitor

C. Na+ –K + –2Cl− symport inhibitor

D. Osmotic diuretic",B,mmlu,A 42-year-old man comes to the physician for a follow-up examination 1 week after he passed a renal calculus.
ID0251,"Which of the following is the most appropriate initial diagnostic study?

A. Chest x-ray

B. Complete blood count

C. Determination of serum albumin concentration

D. Determination of serum digoxin level",D,mmlu,"She was admitted to the nursing facility 3 months ago from the hospital where she was treated for congestive heart failure While you are on rounds at a local nursing facility, the nurse mentions that your patient, a 79-year-old woman, appears to be a ""poor eater."" Her daughter had moved away from the area, and nursing home placement was necessary because the patient could no longer function independently."
ID1749,"The most likely portal of pathogen entry into this patient's central nervous system is which of the following?

A. Facial nerve

B. Frontal sinus

C. Mastoid sinus

D. Olfactory nerve",D,mmlu,His parents say he does not use illicit drugs.
ID1316,"The most likely diagnosis is

A. anteriorly deviated distal femur

B. plantar flexed cuboid

C. posteriorly deviated fibular head

D. unilateral sacral shear",C,mmlu,Cruciate and collateral knee ligaments appear intact.
ID0708,"What Would You Do Next?

A: Reassure patient and observe this self-limited condition  
B: Initiate systemic steroids before starting immunosuppression  
C: Refer to the health department for 4-drug antituberculous treatment  
D: Order magnetic resonance imaging of the brain with contrast and perform lumbar puncture",C,jama,"Lesions are surrounded by yellow borders with a patch of prominent choriocapillary atrophy nasal and superior to the nerve.Refer to the health department for 4-drug antituberculous treatmentOrder magnetic resonance imaging of the brain with contrast and perform lumbar puncture A chest radiograph was normal.Fundus photograph of the left eye demonstrating multifocal outer retinal lesions with variable pigmentation extending from the optic nerve to the equator with sparing of the foveal center In the left eye, there was trace vitreous haze and 2+ anterior vitreous cell."
