Origin,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,q19,q20,index,Problem ID,Duration,Labeling state,User ID ,ID,centaur_question,sentence_number,answer,data_source,Match
10. The patient was hospitalized for further evaluation and treatment.",10.0,A,jama,True
ID1843,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3491.0,25263102.0,78.245,Labeled,579493.0,ID1843,"Step 1: Read excerpt
1. A healthy 2-year-old girl is brought to the office for a routine well-child visit.
2. The child was weaned at 6 months of age and began to walk at 10 months of age.
3. On physical examination, she has mild bowlegs (10-degree genu varum).

Step 2: Answer QA Details
Which of the following is the most appropriate management to recommend at this time?

A. Increased intake of vitamin D

B. A special exercise program

C. Surgical correction

D. No treatment is needed at this time

Step 3: Determine sentence relevance
1. A healthy 2-year-old girl is brought to the office for a routine well-child visit.
2. The child was weaned at 6 months of age and began to walk at 10 months of age.
3. On physical examination, she has mild bowlegs (10-degree genu varum).",3.0,D,mmlu,True
ID1848,high relevance,low relevance,high relevance,high relevance,not relevant,low relevance,not relevant,low relevance,high relevance,low relevance,not relevant,low relevance,low relevance,low relevance,not relevant,high relevance,not applicable,not applicable,not applicable,not applicable,3475.0,25263097.0,223.479,Labeled,586802.0,ID1848,"### Step 1: Read excerpt
1. A 66-year-old man with newly diagnosed multiple myeloma underwent autologous hematopoietic stem cell transplantation (HSCT).
2. On posttransplant day 10, he developed fever (38.4°C).
3. He was started on empirical treatment with cefepime; however, his fevers persisted despite antibiotic therapy.
4. On posttransplant day 14 he developed new-onset pruritic, confluent, erythematous, blanching morbilliform macules and papules on his trunk and extremities (Figure, left).
5. Review of systems was notable for diarrhea and a 6-pound weight gain since transplantation and negative for headache, cough, shortness of breath, or abdominal pain.Left, Macules and papules on the trunk of the patient.
6. Right, Axial chest computed tomography of the patient.On examination, there was no lymphadenopathy or hepatosplenomegaly.
7. The patient’s heart rate was 100/min, blood pressure was 106/68 mm Hg, and he occasionally experienced mild hypoxia to 94% on ambient air.
8. Results of a basic metabolic panel were normal, with a blood urea nitrogen level of 10 mg/dL (3.57 mmol/L) and creatinine level of 0.7 mg/dL (61.88 μmol/L).
9. White blood cell (WBC) count was 7300/μL, and absolute neutrophil count (ANC) was 5480/μL.
10. Neutrophil recovery occurred beginning on posttransplant day 10, with WBC count of 700/μL and ANC of 532/μL on posttransplant day 10, correlating with the onset of the patient’s fevers.
11. Platelet count was 48 × 103/μL, and hemoglobin was 8.2 g/dL.
12. Results of liver function tests were normal.
13. Blood, urine, sputum, and respiratory viral cultures were negative.
14. Tests for cytomegalovirus, Epstein-Barr virus, human herpesvirus-6, adenovirus, parvovirus, cryptococcal antigen, aspergillus galactomannan antigen, β-glucan, and Clostridium difficile were negative.
15. Chest computed tomography demonstrated multifocal ground-glass and consolidative pulmonary opacities (Figure, right).
16. Computed tomography of the abdomen was unremarkable.
17. A skin punch biopsy demonstrated subtle vacuolar change; rare epidermal dyskeratosis, including within a hair follicle; and superficial perivascular mononuclear cell infiltrate with occasional eosinophils.

### Step 2: Answer QA Details
What Would You Do Next?

A: Initiate empirical antiviral and antifungal therapy  
B: Discontinue antibiotic therapy and consider systemic corticosteroids  
C: Obtain ferritin and soluble IL2Rα testing  
D: Perform bronchoscopy and biopsy of the pulmonary lesions  

### Step 3: Determine sentence relevance
1. A 66-year-old man with newly diagnosed multiple myeloma underwent autologous hematopoietic stem cell transplantation (HSCT).
2. On posttransplant day 10, he developed fever (38.4°C).
3. He was started on empirical treatment with cefepime; however, his fevers persisted despite antibiotic therapy.
4. On posttransplant day 14 he developed new-onset pruritic, confluent, erythematous, blanching morbilliform macules and papules on his trunk and extremities (Figure, left).
5. Review of systems was notable for diarrhea and a 6-pound weight gain since transplantation and negative for headache, cough, shortness of breath, or abdominal pain.Left, Macules and papules on the trunk of the patient.
6. Right, Axial chest computed tomography of the patient.On examination, there was no lymphadenopathy or hepatosplenomegaly.
7. The patient’s heart rate was 100/min, blood pressure was 106/68 mm Hg, and he occasionally experienced mild hypoxia to 94% on ambient air.
8. Results of a basic metabolic panel were normal, with a blood urea nitrogen level of 10 mg/dL (3.57 mmol/L) and creatinine level of 0.7 mg/dL (61.88 μmol/L).
9. White blood cell (WBC) count was 7300/μL, and absolute neutrophil count (ANC) was 5480/μL.
10. Neutrophil recovery occurred beginning on posttransplant day 10, with WBC count of 700/μL and ANC of 532/μL on posttransplant day 10, correlating with the onset of the patient’s fevers.
11. Platelet count was 48 × 103/μL, and hemoglobin was 8.2 g/dL.
12. Results of liver function tests were normal.
13. Blood, urine, sputum, and respiratory viral cultures were negative.
14. Tests for cytomegalovirus, Epstein-Barr virus, human herpesvirus-6, adenovirus, parvovirus, cryptococcal antigen, aspergillus galactomannan antigen, β-glucan, and Clostridium difficile were negative.
15. Chest computed tomography demonstrated multifocal ground-glass and consolidative pulmonary opacities (Figure, right).
16. Computed tomography of the abdomen was unremarkable.
17. A skin punch biopsy demonstrated subtle vacuolar change; rare epidermal dyskeratosis, including within a hair follicle; and superficial perivascular mononuclear cell infiltrate with occasional eosinophils.",17.0,B,jama,True
ID1850,low relevance,not relevant,low relevance,not relevant,not relevant,low relevance,low relevance,low relevance,not relevant,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3470.0,25263095.0,260.884,Labeled,579536.0,ID1850,"**Step 1: Read excerpt**

1. A 73-year-old man with a history of hypertension and chronic kidney disease presents with a left facial droop and left leg weakness.
2. The facial droop and leg weakness developed 3 weeks ago, while he was vacationing in upstate New York.
3. His symptoms have not progressed since initial onset.
4. He reports no rash, headache, joint pain, visual changes, fevers, night sweats, or weight loss.
5. His cancer screening is up to date and unremarkable.
6. He is a former smoker with a 12 pack-year history, having quit 40 years ago.
7. He is afebrile, and other vital signs are normal.
8. On physical examination he has a left lower facial droop with sparing of the forehead muscles.
9. Lower extremity strength is preserved and reflexes are normal; however, he has a subtle gait abnormality characterized by slight dragging of his left leg with ambulation.
10. His white blood cell count is normal.
11. Tests for toxoplasma, Lyme disease, cryptococcal antigen, and human immunodeficiency virus are negative.
12. T1-weighted magnetic resonance imaging (MRI) of his brain demonstrates multiloculated ring-enhancing fluid collections involving the right basal ganglia, insula, and frontal lobe (Figure).
13. Computed tomography imaging of the chest, abdomen, and pelvis is unremarkable.
14. Begin therapy with intravenous ceftriaxone, vancomycin, and metronidazole

**Step 2: Answer QA Details**

What Would You Do Next?

A: Begin therapy with intravenous ceftriaxone, vancomycin, and metronidazole  
B: Perform a lumbar puncture  
C: Consult neurosurgery for biopsy  
D: Start systemic corticosteroids  

**Step 3: Determine sentence relevance**

1. A 73-year-old man with a history of hypertension and chronic kidney disease presents with a left facial droop and left leg weakness.
2. The facial droop and leg weakness developed 3 weeks ago, while he was vacationing in upstate New York.
3. His symptoms have not progressed since initial onset.
4. He reports no rash, headache, joint pain, visual changes, fevers, night sweats, or weight loss.
5. His cancer screening is up to date and unremarkable.
6. He is a former smoker with a 12 pack-year history, having quit 40 years ago.
7. He is afebrile, and other vital signs are normal.
8. On physical examination he has a left lower facial droop with sparing of the forehead muscles.
9. Lower extremity strength is preserved and reflexes are normal; however, he has a subtle gait abnormality characterized by slight dragging of his left leg with ambulation.
10. His white blood cell count is normal.
11. Tests for toxoplasma, Lyme disease, cryptococcal antigen, and human immunodeficiency virus are negative.
12. T1-weighted magnetic resonance imaging (MRI) of his brain demonstrates multiloculated ring-enhancing fluid collections involving the right basal ganglia, insula, and frontal lobe (Figure).
13. Computed tomography imaging of the chest, abdomen, and pelvis is unremarkable.
14. Begin therapy with intravenous ceftriaxone, vancomycin, and metronidazole",14.0,C,jama,True
ID1855,low relevance,low relevance,high relevance,low relevance,high relevance,high relevance,high relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3454.0,25263090.0,160.771,Labeled,585918.0,ID1855,"### Step 1: Read excerpt
1. A 63-year-old man was seen with decreased vision in both eyes.
2. He had been diagnosed as having type 2 diabetes for 10 years.
3. His visual acuity was 20/40 OU.
4. Fundus examination showed venous dilatation, retinal hemorrhages, hard exudates, and serous macular detachment (arrowheads) (Figure 1).
5. Optical coherence tomography scans showed intraretinal fluid accumulation with serous macular detachment in both eyes.
6. He was diagnosed as having nonproliferative diabetic retinopathy with macular edema in both eyes.
7. He received 3 intravitreal bevacizumab injections at 4 weekly intervals and 2 intravitreal triamcinalone acetonide injections in both eyes, with minimal resolution of edema.
8. Blood analysis revealed a low hemoglobin level of 8 g/dL, red blood cell count of 3.3 × 106/μL, white blood cell count of 3460/μL (15% neutrophils, 84% lymphocytes, and 1% monocytes), fasting blood glucose level of 120 mg/dL, normal lipid profile, serum urea nitrogen level of 45 mg/dL, and an increased serum creatinine level of 1.4 mg/dL (to convert hemoglobin to grams per liter, multiply by 10.0; red blood cell count to ×1012 per liter, multiply by 1.0; white blood cell count to ×109 per liter, multiply by 0.001; blood glucose to millimoles per liter, multiply by 0.0555; serum urea nitrogen to millimoles per liter, multiply by 0.357; and serum creatinine to micromoles per liter, multiply by 88.4).
9. A and B, Fundus photographs showing retinal venous dilatation, hemorrhages, hard exudates, and serous macular detachment (arrowheads).

### Step 2: Answer QA Details
What Would You Do Next?

A: Treat with intravitreal dexamethasone implant  
B: Treat with grid photocoagulation  
C: Do plasma electrophoresis and bone marrow analysis  
D: Treat with oral corticosteroids  

### Step 3: Determine sentence relevance
1. A 63-year-old man was seen with decreased vision in both eyes.
2. He had been diagnosed as having type 2 diabetes for 10 years.
3. His visual acuity was 20/40 OU.
4. Fundus examination showed venous dilatation, retinal hemorrhages, hard exudates, and serous macular detachment (arrowheads) (Figure 1).
5. Optical coherence tomography scans showed intraretinal fluid accumulation with serous macular detachment in both eyes.
6. He was diagnosed as having nonproliferative diabetic retinopathy with macular edema in both eyes.
7. He received 3 intravitreal bevacizumab injections at 4 weekly intervals and 2 intravitreal triamcinalone acetonide injections in both eyes, with minimal resolution of edema.
8. Blood analysis revealed a low hemoglobin level of 8 g/dL, red blood cell count of 3.3 × 106/μL, white blood cell count of 3460/μL (15% neutrophils, 84% lymphocytes, and 1% monocytes), fasting blood glucose level of 120 mg/dL, normal lipid profile, serum urea nitrogen level of 45 mg/dL, and an increased serum creatinine level of 1.4 mg/dL (to convert hemoglobin to grams per liter, multiply by 10.0; red blood cell count to ×1012 per liter, multiply by 1.0; white blood cell count to ×109 per liter, multiply by 0.001; blood glucose to millimoles per liter, multiply by 0.0555; serum urea nitrogen to millimoles per liter, multiply by 0.357; and serum creatinine to micromoles per liter, multiply by 88.4).
9. A and B, Fundus photographs showing retinal venous dilatation, hemorrhages, hard exudates, and serous macular detachment (arrowheads).",9.0,C,jama,True
ID1858,high relevance,high relevance,low relevance,low relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3446.0,25263087.0,473.999,Labeled,579501.0,ID1858,"### Step 1: Read excerpt
1. A 53-year-old woman returns for follow-up two weeks after being hospitalized for decompensated heart failure.
2. During her hospitalization, an echocardiogram revealed a left ventricular ejection fraction of 35%.
3. She reports adherence to a low-sodium, low-potassium diet, improvement in dyspnea, and no lightheadedness.
4. Her medical history includes coronary artery disease, hypertension, stage 3 chronic kidney disease, and type 2 diabetes.
5. Her current medications are metoprolol 50 mg twice daily, atorvastatin 80 mg daily, torsemide 40 mg daily, lisinopril 20 mg daily, aspirin 81 mg daily, and insulin.
6. Her vital signs are as follows: blood pressure 138/72 mm Hg, heart rate 65 beats per minute, respiratory rate 16 breaths per minute, and weight 92 kg, which is 0.5 kg above her baseline from two months before her recent exacerbation.
7. Cardiac examination reveals a regular rate and rhythm, a 2/6 holosystolic murmur at the apex, and no rub or gallop.
8. Her lungs are clear, her abdominal examination is normal, and trace pretibial edema is noted in both lower extremities.
9. The following laboratory values were obtained at discharge and during today's visit:

|  | 2 weeks ago | Today | Reference range |
| --- | --- | --- | --- |
| Sodium (mEq/liter) | 136 | 134 | 136–145 |
| Potassium (mEq/liter) | 5.7 | 5.4 | 3.5–5.0 |
| Chloride (mEq/liter) | 101 | 102 | 98–106 |
| Carbon dioxide (mEq/liter) | 23 | 24 | 21–30 |
| Blood urea nitrogen (mg/dL) | 26 | 22 | 10–20 |
| Creatinine (mg/dL) | 1.4 | 1.5 | 0.6–1.1 |
| Glucose (mg/dL) | 125 | 115 | 70–100 |
| Magnesium (mg/dL) | 2.0 | 2.2 | 1.8–3.0 |

An electrocardiogram shows normal sinus rhythm with no abnormalities.

### Step 2: Answer QA Details
What is the most appropriate next step in managing this patient’s hyperkalemia?

A. Switch the lisinopril to hydralazine  
B. Reduce the dose of lisinopril to 10 mg daily  
C. Add patiromer to the medication regimen  
D. Initiate hemodialysis for potassium removal  
E. Switch the torsemide to chlorthalidone  
F. Increase the dose of torsemide  
G. Start sodium polystyrene sulfate  
H. Administer intravenous calcium gluconate  
I. Start a low-dose beta-agonist inhaler  
J. Prescribe a potassium-restricted diet with no other changes  

### Step 3: Determine sentence relevance
1. A 53-year-old woman returns for follow-up two weeks after being hospitalized for decompensated heart failure.
2. During her hospitalization, an echocardiogram revealed a left ventricular ejection fraction of 35%.
3. She reports adherence to a low-sodium, low-potassium diet, improvement in dyspnea, and no lightheadedness.
4. Her medical history includes coronary artery disease, hypertension, stage 3 chronic kidney disease, and type 2 diabetes.
5. Her current medications are metoprolol 50 mg twice daily, atorvastatin 80 mg daily, torsemide 40 mg daily, lisinopril 20 mg daily, aspirin 81 mg daily, and insulin.
6. Her vital signs are as follows: blood pressure 138/72 mm Hg, heart rate 65 beats per minute, respiratory rate 16 breaths per minute, and weight 92 kg, which is 0.5 kg above her baseline from two months before her recent exacerbation.
7. Cardiac examination reveals a regular rate and rhythm, a 2/6 holosystolic murmur at the apex, and no rub or gallop.
8. Her lungs are clear, her abdominal examination is normal, and trace pretibial edema is noted in both lower extremities.
9. The following laboratory values were obtained at discharge and during today's visit:

|  | 2 weeks ago | Today | Reference range |
| --- | --- | --- | --- |
| Sodium (mEq/liter) | 136 | 134 | 136–145 |
| Potassium (mEq/liter) | 5.7 | 5.4 | 3.5–5.0 |
| Chloride (mEq/liter) | 101 | 102 | 98–106 |
| Carbon dioxide (mEq/liter) | 23 | 24 | 21–30 |
| Blood urea nitrogen (mg/dL) | 26 | 22 | 10–20 |
| Creatinine (mg/dL) | 1.4 | 1.5 | 0.6–1.1 |
| Glucose (mg/dL) | 125 | 115 | 70–100 |
| Magnesium (mg/dL) | 2.0 | 2.2 | 1.8–3.0 |

An electrocardiogram shows normal sinus rhythm with no abnormalities.",9.0,F,medxpert,True
ID1859,high relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,low relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3444.0,25263086.0,231.896,Labeled,585923.0,ID1859,"### Step 1: Read excerpt
1. A woman in her mid-60s with a history of breast cancer (status post lumpectomy 7 years earlier [N0, M0]) and benign thyroid nodules presented for evaluation of right-sided proptosis.
2. Bulging of the right eye was first noted 6 months earlier elsewhere when she reported progressive proptosis, worsening vision, and tearing in the right eye.
3. She did not report any pain or diplopia.
4. Visual acuity was 20/150 OD (no improvement with pinhole) and 20/20 OS.
5. Pupillary reaction and confrontational visual fields were normal.
6. External examination was notable for proptosis of 7 mm, hypoglobus, and resistance to retropulsion.
7. A firm, nontender mass was palpable in the right superotemporal orbit.
8. The palpebral lobe of the right lacrimal gland was erythematous and prominent compared with the normal-appearing left lacrimal gland.
9. Ocular motility showed −2 abduction deficit, right eye.
10. Slitlamp examination revealed pseudophakia and posterior capsular opacification (right > left), but was otherwise normal.
11. Sensation was normal in the V1, V2 distribution, and there was no preauricular, submandibular, or anterior cervical lymphadenopathy.
12. Computed tomographic scan of the orbits without contrast from an outside facility revealed a spherical mass of unclear cause in the area of the right lacrimal gland.
13. No lytic bone changes or bone remodeling could be seen (Figure 1).
14. Computed tomographic imaging from outside facility revealed a 1.9 × 2.3 × 1.8-cm mass of an unclear cause within the anterolateral right orbit, exerting mass effect on the globe.

### Step 2: Answer QA Details
What Would You Do Next?

A: Arrange 6-month follow-up  
B: Obtain additional imaging  
C: Perform an incisional biopsy  
D: Perform an excisional biopsy  

### Step 3: Determine sentence relevance
1. A woman in her mid-60s with a history of breast cancer (status post lumpectomy 7 years earlier [N0, M0]) and benign thyroid nodules presented for evaluation of right-sided proptosis.
2. Bulging of the right eye was first noted 6 months earlier elsewhere when she reported progressive proptosis, worsening vision, and tearing in the right eye.
3. She did not report any pain or diplopia.
4. Visual acuity was 20/150 OD (no improvement with pinhole) and 20/20 OS.
5. Pupillary reaction and confrontational visual fields were normal.
6. External examination was notable for proptosis of 7 mm, hypoglobus, and resistance to retropulsion.
7. A firm, nontender mass was palpable in the right superotemporal orbit.
8. The palpebral lobe of the right lacrimal gland was erythematous and prominent compared with the normal-appearing left lacrimal gland.
9. Ocular motility showed −2 abduction deficit, right eye.
10. Slitlamp examination revealed pseudophakia and posterior capsular opacification (right > left), but was otherwise normal.
11. Sensation was normal in the V1, V2 distribution, and there was no preauricular, submandibular, or anterior cervical lymphadenopathy.
12. Computed tomographic scan of the orbits without contrast from an outside facility revealed a spherical mass of unclear cause in the area of the right lacrimal gland.
13. No lytic bone changes or bone remodeling could be seen (Figure 1).
14. Computed tomographic imaging from outside facility revealed a 1.9 × 2.3 × 1.8-cm mass of an unclear cause within the anterolateral right orbit, exerting mass effect on the globe.",14.0,B,jama,True
ID1868,low relevance,not applicable,not relevant,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3415.0,25263077.0,289.735,Labeled,579499.0,ID1868,"### Step 1: Read excerpt

1. A woman in her 50s presented with a 4- to 5-year medical history of mildly pruritic coalescent yellowish papules around the umbilicus (Figure 1A).
2. She was obese and multiparous.
3. Examination of the rest of the integument, systemic examination, and investigations including fundoscopy, electrocardiogram, and stool examination for occult blood revealed no significant abnormalities.
4. Dermoscopic examination was performed (polarized mode, Dinolite) as shown in Figure 1B.
5. We obtained a 4-mm punch biopsy from one of the papules for diagnostic clarification (Figure 1C).
6. A, Coalescent yellowish periumbilical papules.
7. B, Polarized dermoscopic image (Dinolite) showing curvilinear brown pigment lines (black arrowhead) with accentuation of normal pigmentary network (green box) without follicular plugging (red circle) or linear vessels (original magnification ×200).
8. C, Lesional specimen (original magnification ×100) showing clumped eosinophilic elastic fibers (asterisk) in the middermis (inset, original magnification ×40).

### Step 2: Answer QA Details

What Is Your Diagnosis?

A: Periumbilical pseudoxanthoma elasticum  
B: Periumbilical pseudoxanthoma elasticum–like papillary dermal elastolysis  
C: Elastosis perforans serpiginosa  
D: Late-onset focal dermal elastosis  

### Step 3: Determine sentence relevance

1. A woman in her 50s presented with a 4- to 5-year medical history of mildly pruritic coalescent yellowish papules around the umbilicus (Figure 1A).
2. She was obese and multiparous.
3. Examination of the rest of the integument, systemic examination, and investigations including fundoscopy, electrocardiogram, and stool examination for occult blood revealed no significant abnormalities.
4. Dermoscopic examination was performed (polarized mode, Dinolite) as shown in Figure 1B.
5. We obtained a 4-mm punch biopsy from one of the papules for diagnostic clarification (Figure 1C).
6. A, Coalescent yellowish periumbilical papules.
7. B, Polarized dermoscopic image (Dinolite) showing curvilinear brown pigment lines (black arrowhead) with accentuation of normal pigmentary network (green box) without follicular plugging (red circle) or linear vessels (original magnification ×200).
8. C, Lesional specimen (original magnification ×100) showing clumped eosinophilic elastic fibers (asterisk) in the middermis (inset, original magnification ×40).",8.0,A,jama,True
ID1871,low relevance,high relevance,high relevance,low relevance,low relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,3408.0,25263074.0,176.979,Labeled,583242.0,ID1871,"**Step 1: Read excerpt**

1. A 64-year-old male comes for a routine follow-up visit with his primary care physician.
2. His medical history includes type 2 diabetes mellitus, hypertension, chronic atrial fibrillation, and ischemic cardiomyopathy.
3. During his previous visit three months ago, he had hyperkalemia, leading to discontinuation of lisinopril and spironolactone.
4. His current medications are coumadin, aspirin, metformin, glyburide, metoprolol, furosemide, and amlodipine.
5. His vital signs show: temperature 37°C (98.6°F), blood pressure 154/92 mm Hg, heart rate 80/min, and respiratory rate 16/min.
6. Physical examination reveals elevated jugular venous pressure, an S3 heart sound, and 1+ pitting pedal edema.

Current laboratory results show:

- Sodium: 138 mEq/L
- Potassium: 5.7 mEq/L
- Chloride: 112 mEq/L
- Bicarbonate: 18 mEq/L
- BUN: 29 mg/dL
- Creatinine: 2.1 mg/dL

**Step 2: Answer QA Details**

What is the most probable cause of this patient's acid-base and electrolyte disturbances?

A. Prerenal azotemia  
B. Chronic renal failure  
C. Furosemide  
D. Renal tubular acidosis  
E. Metabolic acidosis from heart failure  
F. Acute kidney injury  
G. Diabetic ketoacidosis  
H. Drug-induced hyperkalemia  
I. Cardiorenal syndrome  
J. Type 4 RTA from hyporeninemic hypoaldosteronism  

**Step 3: Determine sentence relevance**

1. A 64-year-old male comes for a routine follow-up visit with his primary care physician.
2. His medical history includes type 2 diabetes mellitus, hypertension, chronic atrial fibrillation, and ischemic cardiomyopathy.
3. During his previous visit three months ago, he had hyperkalemia, leading to discontinuation of lisinopril and spironolactone.
4. His current medications are coumadin, aspirin, metformin, glyburide, metoprolol, furosemide, and amlodipine.
5. His vital signs show: temperature 37°C (98.6°F), blood pressure 154/92 mm Hg, heart rate 80/min, and respiratory rate 16/min.
6. Physical examination reveals elevated jugular venous pressure, an S3 heart sound, and 1+ pitting pedal edema.

Current laboratory results show:

- Sodium: 138 mEq/L
- Potassium: 5.7 mEq/L
- Chloride: 112 mEq/L
- Bicarbonate: 18 mEq/L
- BUN: 29 mg/dL
- Creatinine: 2.1 mg/dL",6.0,D,medxpert,True
ID1882,low relevance,low relevance,high relevance,high relevance,high relevance,high relevance,low relevance,not relevant,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,636.0,25262155.0,211.134,Labeled,579585.0,ID1882,"### Step 1: Read excerpt
1. A 57-year-old man is brought to the emergency department by his wife with confusion.
2. He was seen in the emergency department 2 days ago for profuse epistaxis.
3. His primary care provider was concerned and had advised him to go to the hospital, as the patient is on warfarin for atrial fibrillation.
4. However, his bleeding resolved with pressure and nasal packing.
5. Upon presentation to the ED today, his temperature is 97.6°F (36.4°C), blood pressure is 64/33 mmHg, pulse is 160/min, respirations are 32/min, and oxygen saturation is 100% on room air.
6. Physical exam reveals an obtunded man who cannot answer questions.
7. A dark, purpuric rash is noted on his torso and extremities.
8. The patient’s nasal packing is removed with no further bleeding.
9. The patient is given IV fluids and blood cultures are drawn.

### Step 2: Answer QA Details
Which of the following should be administered first?

A. Penicillin  
B. Piperacillin-tazobactam  
C. Meropenem  
D. Clindamycin  

### Step 3: Determine sentence relevance
1. A 57-year-old man is brought to the emergency department by his wife with confusion.
2. He was seen in the emergency department 2 days ago for profuse epistaxis.
3. His primary care provider was concerned and had advised him to go to the hospital, as the patient is on warfarin for atrial fibrillation.
4. However, his bleeding resolved with pressure and nasal packing.
5. Upon presentation to the ED today, his temperature is 97.6°F (36.4°C), blood pressure is 64/33 mmHg, pulse is 160/min, respirations are 32/min, and oxygen saturation is 100% on room air.
6. Physical exam reveals an obtunded man who cannot answer questions.
7. A dark, purpuric rash is noted on his torso and extremities.
8. The patient’s nasal packing is removed with no further bleeding.
9. The patient is given IV fluids and blood cultures are drawn.",9.0,D,medbullets,True
ID1886,high relevance,high relevance,low relevance,low relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,613.0,25262147.0,207.983,Labeled,579516.0,ID1886,"### Step 1: Read excerpt
1. A 25-year-old woman visits the clinic with complaints of heavy menstrual bleeding and lower abdominal pain persisting for several years.
2. The pain typically begins one week prior to the onset of menstruation.
3. She mentions that her mother experienced similar symptoms at the same age.
4. On examination, she is hemodynamically stable, with noted pallor and mild tenderness on palpation of the lower abdomen, but no masses or organomegaly.
5. Laboratory tests, including a complete blood cell count, urinalysis, and urine microscopy, are normal.
6. A transvaginal ultrasound reveals a cystic ovarian lesion with low-level homogeneous echoes.

### Step 2: Answer QA Details
Based on these clinical findings and investigations, which of the following statements is accurate?

A. Conservative management is preferred in most cases  
B. Laparoscopy is the not the definitive method of diagnosis  
C. Imaging findings alone are sufficient for diagnosis  
D. The lesions usually appear innocuous  
E. A chocolate cyst is unlikely in this case  
F. Surgical management is the mainstay of treatment  
G. The cystic lesion is most likely malignant  
H. The condition is unlikely to recur after treatment  
I. Hormonal therapy is the first-line treatment for all patients  
J. Pain is unrelated to the menstrual cycle in this condition  

### Step 3: Determine sentence relevance
1. A 25-year-old woman visits the clinic with complaints of heavy menstrual bleeding and lower abdominal pain persisting for several years.
2. The pain typically begins one week prior to the onset of menstruation.
3. She mentions that her mother experienced similar symptoms at the same age.
4. On examination, she is hemodynamically stable, with noted pallor and mild tenderness on palpation of the lower abdomen, but no masses or organomegaly.
5. Laboratory tests, including a complete blood cell count, urinalysis, and urine microscopy, are normal.
6. A transvaginal ultrasound reveals a cystic ovarian lesion with low-level homogeneous echoes.",6.0,F,medxpert,True
ID1888,low relevance,not relevant,not relevant,high relevance,high relevance,high relevance,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,not applicable,599.0,25262143.0,125.274,Labeled,579536.0,ID1888,"### Step 1: Read excerpt
1. A 57-year-old postmenopausal woman presents to the clinic with several weeks of vague abdominal discomfort.
2. She denies symptoms such as dysuria, flank pain, constipation, or vaginal bleeding.
3. Her medical history is notable for well-controlled hypertension managed with lisinopril, and her surgical history includes two cesarean sections.
4. On examination, her temperature is 98.6 ºF, blood pressure is 120/80 mmHg, pulse is 80/min, and respiratory rate is 12/min.
5. Auscultation reveals diminished breath sounds over the right lower lung fields without wheezes or rhonchi.
6. Abdominal examination shows diffuse tenderness and a positive fluid wave.
7. Bimanual pelvic examination identifies right adnexal fullness.

### Step 2: Answer QA Details
Which histopathologic finding in the ovary is most consistent with this clinical presentation?

A. Irregularly narrowed tubules with papillary branching  
B. Granulosa cells arranged in a Call-Exner body pattern  
C. Uniformly small, round cells with scant cytoplasm  
D. Mucin-filled glandular structures  
E. Spindle-shaped fibroblast bundle  
F. Sheets of large, pleomorphic cells with necrosis  
G. Signet-ring cells within glandular tissue  
H. Thecal cell hyperplasia  
I. Psammoma bodies surrounded by serous epithelium  
J. Lipid-laden stromal cells  

### Step 3: Determine sentence relevance
1. A 57-year-old postmenopausal woman presents to the clinic with several weeks of vague abdominal discomfort.
2. She denies symptoms such as dysuria, flank pain, constipation, or vaginal bleeding.
3. Her medical history is notable for well-controlled hypertension managed with lisinopril, and her surgical history includes two cesarean sections.
4. On examination, her temperature is 98.6 ºF, blood pressure is 120/80 mmHg, pulse is 80/min, and respiratory rate is 12/min.
5. Auscultation reveals diminished breath sounds over the right lower lung fields without wheezes or rhonchi.
6. Abdominal examination shows diffuse tenderness and a positive fluid wave.
7. Bimanual pelvic examination identifies right adnexal fullness.",7.0,E,medxpert,True
