Origin,Sentence 1,Sentence 2,Sentence 3,Sentence 4,Sentence 5,Sentence 6,Sentence 7,Sentence 8,Sentence 9,Sentence 10,Sentence 11,Sentence 12,Sentence 13,Sentence 14,Sentence 15,Sentence 16,Sentence 17,Sentence 18,Sentence 19,Sentence 20,Sentence 21,data_source_corr,IRR,high%,Clinician_Student_MJ_High_Sentences,answerable
ID0928,0.875,0.75,0.5,1.0,0.875,0.875,0.5,0.375,0.875,0.125,,,,,,,,,,,,medbullets,0.4308943089430894,60.0,"1. A 32-year-old G1P0 woman delivers a boy at 40 weeks and 3 days of gestation. | 2. The delivery is uncomplicated and the neonate has Apgar scores of 9 and 9 at 1 and 5 minutes respectively. | 3. After 15 minutes, he attempts to nurse for the 1st time. | 4. His mother notices that his face, chest, and extremities turn dusky blue during nursing. | 5. She also notes that he seems to be snoring loudly and breathing very quickly. | 6. When she removes him from her breast, he begins to cry and his color improves. | 7. The neonate’s prenatal course was unremarkable, and his mother has a medical history of asthma with occasional albuterol inhaler use. | 9. His temperature is 98.2°F (36.7°C), pulse is 130/min, respirations are 45/min, and oxygen saturation is 97% on room air.",no
ID0939,1.0,0.625,0.5,0.5,0.625,0.5,1.0,0.0,0.75,0.5,0.125,0.5,0.3333333333333333,,,,,,,,,jama,0.2860909690177983,38.5,"1. A 6-year-old girl was incidentally discovered to have fundus lesions after presenting with head trauma that resolved without permanent intracranial pathology. | 2. She had no significant medical history or prior ocular problems. | 3. Best-corrected visual acuity was 20/20 OD and 20/25 OS, with eccentric fixation and trace exophoria in the left eye. | 4. Pupils were equally round and reactive. | 5. Anterior segment examination revealed an enlarged right corneal nerve. | 6. The left macula had a fibrotic-appearing epiretinal membrane (Figure 1A). | 7. There were 2 small, flat, pigmented lesions along the arcades of the right fundus (Figure 1B), likely atypical congenital hypertrophy of the retinal pigment epithelium (CHRPE) lesions, or pigmented ocular fundus lesions (POFLs). | 9. On follow-up, optical coherence tomography showed focal macular thickening in the left eye, most likely a retinal hamartoma (Figure 1C), and intraretinal abnormalities between the retinal pigment epithelium (RPE) and photoreceptor layer in the right eye, consistent with POFLs and likely representing combined retina-RPE hamartomas (Figure 1D). | 10. B-scan ultrasonography and biometric A-scan showed bilaterally clear vitreous without retinal detachment. | 12. There was no leakage or hyperfluorescence of the POFLs in the right eye (Figure 1F).",no
ID0954,1.0,0.5,0.5,0.6,0.5,0.7,0.9,0.8,0.6,0.8,0.4,0.9,,,,,,,,,,jama,0.2800000000000001,66.7,"1. A 64-year-old man presented with 3 weeks of bilateral anterior uveitis unresponsive to treatment with topical steroids. | 2. He was referred to our clinic for worsening uveitis and ocular hypertension. | 3. The patient had no ocular history. | 4. His medical history was significant for 8 months of bilateral recurrent gingivitis with persistent reactive lymphadenopathy of the head and neck unresponsive to treatment with systemic antibiotics. | 5. He denied any constitutional symptoms. | 6. His visual acuity was 20/40 OD and 20/200 OS, and intraocular pressures were 17 and 32 mm Hg, respectively. | 7. On slitlamp examination, both eyes were markedly hyperemic with diffuse corneal stromal edema, and his anterior chambers were deep with 3+ OD and 4+ OS cell and mixed hypopyon and hyphema in each eye (Figure, A and B). | 8. His dilated fundus examination findings were remarkable only for an area of retinal pigment epithelial stippling inferonasal to the macula in the left eye, without any vitritis in either eye. | 9. He did not have any skin or mucocutaneous lesions, but he had extensive bilateral preauricular, submental, posterior occipital, and supraclavicular lymphadenopathy. | 10. Gram stain and culture of aqueous and vitreous biopsy sample results were negative for infectious and cytologic studies, as were serum human leukocyte antigen B27, tuberculosis, syphilis, and sarcoidosis test results (Figure, C).Slitlamp examination findings of the left eye with hypopyon (A) and iris nodules (B). | 12. Note the scant cytoplasm containing small, irregular nuclei with inconspicuous nucleoli.",no
ID0961,1.0,1.0,0.875,0.625,0.625,0.5,0.5,,,,,,,,,,,,,,,jama,0.368421052631579,71.4,"1. A 39-year-old woman had an acute onset of headache, increasing right-side hemiparesis, and numbness with fever. | 2. Computed tomography (CT) of the brain showed a ring-enhanced lesion with surrounding edema on the left frontoparietal lobe. | 3. Multiple red papules on the tongue (Figure 1), trunk, and limbs were noted during the physical examination. | 4. The patient stated she had not noticed the red papules before. | 5. There was no suggestion of otitis media or parasinusitis and no history of craniotomy, open head injury, or cyanotic heart disease. | 6. The patient did relate having many prior episodes of epistaxis since childhood. | 7. Blood cultures were obtained when the patient was first seen, and the patient received ampicillin/sulbactam empirically.",no
ID0967,1.0,0.625,0.25,0.25,0.625,0.625,,,,,,,,,,,,,,,,medbullets,0.2968749999999999,66.7,1. A 33-year-old man presents to the emergency department after slamming his finger in the car door 5 hours ago. | 2. He initially experienced pain which is currently well controlled with acetaminophen. | 5. Physical exam is notable for the finding in Figure A. | 6. A radiograph of the affected digits shows a smooth cortex without disruption of the bone.,no
ID0968,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.5,0.3333333333333333,0.5,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.75,,,,,,,,jama,0.0416596283783782,57.1,"1. A woman in her late 50s presented to the clinic with severe right eye pain and a headache for the past 2 days. | 2. Her ophthalmic history was significant for mixed-mechanism glaucoma due to uveitis and chronic angle closure with prior implantation of bilateral superotemporal Baerveldt drainage implants. | 4. In addition, she had Fuchs corneal dystrophy. | 5. A month earlier, she had undergone Baerveldt implant repositioning from the anterior chamber to the sulcus in the right eye in preparation for future Descemet stripping endothelial keratoplasty owing to severe corneal decompensation. | 6. At that time, visual acuity was counting fingers at 1 ft OD. | 8. On the first postoperative visit, IOP was 14 mm Hg OD by Goldmann applanation. | 9. On postoperative day 11, IOP remained stable at 7 mm Hg OD by Goldmann applanation and topical atropine was discontinued. | 10. At presentation 3 weeks postoperatively, IOP was 30 mm Hg OD by Goldmann applanation. | 11. Her visual acuity worsened from counting fingers to hand motions. | 12. Slitlamp examination of the right eye revealed a superotemporal Baerveldt drainage implant with fluid over the plate. | 14. White arrowheads indicate the anterior and posterior borders of the tube; magenta arrowhead, the lumen of the tube; AC, anterior chamber; and C, cornea.",no
ID0969,1.0,0.5,0.75,0.75,0.875,0.875,0.625,0.75,1.0,1.0,0.5,,,,,,,,,,,jama,0.2135176651305683,81.8,"1. A 60-year-old man with advanced melanoma presented with headaches and increasing fatigue during treatment with ipilimumab. | 2. Several months earlier, he presented to the emergency department with shortness of breath. | 3. Imaging revealed pulmonary emboli and incidental groin lymphadenopathy. | 4. Biopsy of a lymph node showed melanoma. | 5. He then underwent inguinal lymph node dissection and was found to have 9 lymph nodes involved with melanoma (stage IIIC melanoma).He was then treated with ipilimumab (3 mg/kg), a monoclonal antibody to cytotoxic T lymphocyte antigen-4 (CTLA-4), every 3 weeks, as part of an investigational adjuvant therapy clinical trial. | 6. When presenting for his fourth and final dose of ipilimumab, he reported central headaches, severe fatigue, poor appetite, intermittent nausea, and a mild rash. | 7. On examination, vital signs were within normal limits. | 8. Physical examination had largely unremarkable results except for a slightly red, raised rash over his chest and proximal extremities.Laboratory testing showed the following: thyrotropin, 0.02 mIU/L (reference range, 0.3-5.0 mIU/L), and free thyroxine, less than 0.25 ng/dL (reference range, 0.5-1.2 ng/dL; to convert to picomoles per liter, multiply by 12.871). | 9. Cosyntropin stimulation test showed a cortisol peak level of 0.9 µg/dL (reference range, >20 µg/dL; to convert to nanomoles per liter, multiply by 27.588). | 10. He had low corticotropin (<5 pg/mL; reference range, 7-51 pg/mL; to convert to picomoles per liter, multiply by 0.22) and testosterone levels (<0.1 ng/mL; reference range, 2-11 ng/mL; to convert to nanomoles per liter, multiply by 0.0347). | 11. Magnetic resonance imaging (MRI) of the brain is shown in the Figure.",no
ID0970,1.0,0.875,0.625,0.5,0.5,0.625,0.125,0.625,,,,,,,,,,,,,,medbullets,0.4117647058823529,62.5,"1. A 71-year-old woman arrives to clinic with sudden vision loss. | 2. She was in her usual state of health until waking up this morning unable to see out of her right eye. | 3. She denies pain, but reports her right eye “feels funny.” The patient’s medical history is significant for a previous myocardial infarction, hypertension, and osteoporosis. | 4. Her current medications include aspirin, metoprolol, rosuvastatin, lisinopril, and alendronate. | 5. Her temperature is 98°F (36.7°C), blood pressure is 145/86 mmHg, pulse is 62/min, and respirations are 12/min with an oxygen saturation of 98% on room air. | 6. The patient's pupils are symmetric in size and equally reactive to light with accommodation. | 8. The left optic fundus is unremarkable.",no
ID0977,1.0,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,0.3333333333333333,,,,,,,jama,-0.3043478260869565,66.7,"1. An otherwise healthy 54-year-old woman presented with an erythematous right lower eyelid lesion with a vermiform appearance, accompanied by pruritus and pain (Figure 1A). | 2. The lesion resolved after 1 month, but she developed redness and swelling of the inner part of her right conjunctiva the next day (Figure 1B). | 3. She denied any vision changes, eye pain, eye discharge, or systemic symptoms, such as fevers, chills, night sweats, weight loss, or diarrhea. | 4. The patient had recently immigrated from rural Moldova 1 month prior to presentation, where she had exposure to farm animals, including dogs and cats. | 5. She had not traveled to any other countries. | 6. Painful and pruritic lower eyelid lesion with a vermiform appearance (arrow) (A). | 7. This was followed by an elevation in the bulbar conjunctiva with whitish linear opacities within the lesion (B). | 8. Ophthalmological examination showed a best-corrected visual acuity of 20/40 OU and intraocular pressures of 17 OD and 18 OS. | 9. Pupils were equal and reactive to light. | 10. On slit-lamp examination of the right eye, there was diffuse conjunctival vasodilation and hyperemia that was worse nasally. | 11. There was a cystic elevation of the bulbar conjunctiva nasally with whitish linear opacities within the lesion (Figure 1B). | 12. The cornea was clear. | 13. There was no anterior chamber or vitreous inflammation. | 14. Dilated fundus examination showed slightly anomalous appearing optic nerves; the macula and periphery were flat and attached without any lesions.",no
ID0990,0.75,0.625,0.75,0.875,1.0,0.75,0.875,0.5,0.75,1.0,1.0,,,,,,,,,,,jama,0.0060240963855421,90.9,"1. A 16-year-old male patient developed acute-onset right-sided periorbital swelling several days after being hit in that area by a snowball. | 2. The swelling worsened over the following 3 weeks despite use of warm compresses and a course of doxycycline prescribed by his outside eye care professionals. | 3. He had progressive binocular diplopia and right periorbital pain, swelling, and redness. | 4. Blurriness of the right eye that started the week before presentation eventually caused enough concern that the patient presented to his local emergency department where magnetic resonance imaging (MRI) of the brain and orbits revealed an intraconal mass (Figure, A). | 5. He then came to our institution’s emergency department for urgent ophthalmology consultation.A, Magnetic resonance imaging (MRI) axial T1 orbit fat-suppressed postcontrast image shows a right retro-orbital intraconal lesion (asterisk) with intrinsic T1 hyperintensity but without fat saturation or enhancement. | 6. The lesion causes proptosis (difference between the dotted lines) and posterior globe flattening (white arrowheads). | 7. B, B-scan ultrasonography of the right eye shows a well-circumscribed and homogenous lesion with low internal reflectivity (asterisk) sitting directly behind the globe (left). | 8. There is a possible thin septation (white arrowheads).His examination revealed a visual acuity of 20/60 OD and 20/20 OS, intraocular pressures of 24 mm Hg and 17 mm Hg in the right and left eyes, respectively, and a normal pupil examination without a relative afferent pupillary defect. | 9. His right eye had 5-mm relative proptosis, hyperglobus, supraduction deficit, conjunctival injection, grade IV optic disc edema, and choroidal folds. | 10. An ultrasonography examination revealed a 2.0 × 2.5-cm echolucent avascular lesion (Figure, B). | 11. MRI of the orbits was reviewed by the on-call pediatric radiologist whose leading diagnosis was dermoid/epidermoid cyst.",no
ID0991,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,jama,0.2210242587601079,80.0,"1. A 64-year-old man was referred to our clinic for suspected central retinal vein occlusion (CRVO) in his right eye. | 2. He had experienced blurred vision of the right eye for 2 months; medical history included hypercholesterolemia. | 3. Best-corrected visual acuity was 20/80 OD and 20/20 OS. | 4. The anterior segment was normal and intraocular pressure was 16 mm Hg in both eyes. | 5. Dilated fundus examination of the right eye revealed a normal optic disc, mild venous engorgement, and widespread peripheral dot-blot retinal hemorrhages mainly located in the temporal midperiphery (Figure 1A). | 6. No spontaneous retinal arterial pulsation was noted. | 8. Fluorescein angiography in the right eye showed delayed venous filling, mild perifoveal leakage, and scattered microaneurysms in the temporal sector (Figure 1B). | 9. A, Montage color fundus photograph of the right eye at presentation shows mild venous dilation and midperipheral dot and blot hemorrhages mostly located in the temporal sectors. | 10. B, Fluorescein angiography frame (2 minutes, 3 seconds) shows multiple microaneurysms in correspondence of the dot-blot retinal hemorrhages and a barely visible perifoveal vascular leakage.",no
ID0993,1.0,0.625,0.5,0.875,0.75,0.375,0.375,0.5,0.875,0.875,0.75,0.375,0.125,,,,,,,,,jama,0.2761115954664342,53.8,"1. A woman in her mid-20s presented with subacute bilateral vision loss that was worse in the left eye. | 2. Her medical history was remarkable for type 1 diabetes diagnosed at 16 years of age and proliferative diabetic retinopathy in both eyes that had been treated with panretinal photocoagulation 7 years earlier. | 3. She had undergone pars plana vitrectomy with endolaser to treat a tractional retinal detachment in her right eye 2 years before this presentation. | 4. She also had a history of hypertension and chronic kidney disease, and she was 15 weeks into pregnancy. | 5. Visual acuity was 20/50 OD and 20/100 OS. | 8. The patient was in no apparent distress and denied any headache, chest pain, or focal weakness. | 9. Ophthalmoscopic examination (Figure) revealed mild optic nerve head edema that was greater in the left eye than the right eye with associated nerve fiber layer hemorrhage in the left eye. | 10. Nerve fiber layer infarctions, dot and blot hemorrhages, and lesions caused by panretinal photocoagulation also were seen bilaterally. | 11. Optical coherence tomography showed macular edema that involved the center of the macula in both eyes (Figure, inset).",no
ID0996,1.0,0.6,0.8,0.6,0.7,0.6,0.6,0.5,0.4,0.2,0.2,1.0,,,,,,,,,,jama,0.4732533184961447,66.7,"1. A woman in her 50s presented to our emergency department with a 3-hour history of sudden epigastric and right upper quadrant pain. | 2. She did not report any previous abdominal surgery. | 3. The colicky pain did not migrate during that period and occurred in paroxysms at 9- to 10-minute intervals. | 4. The patient was afebrile and had no nausea or vomiting. | 5. Physical examination revealed mild tachycardia (96/min) and moderate abdominal distension without signs of peritonism; the bowel sounds were hyperactive. | 6. Careful examination ruled out incarcerated hernias in the groin, femoral triangle, and obturator foramen. | 7. Blood analysis results showed mild leukocytosis (total white blood cell count, 10.5 × 103/μL [to convert to ×109 per liter, multiply by 0.001]) without elevation of the C-reactive protein level (<3 mg/L [to convert to nanomoles per liter, multiply by 9.524]). | 8. Serum electrolyte levels were within the normal range. | 12. Arrowheads indicate the border of the epiploic foramen; asterisk, the air-filled cecum in the lesser sac.Lesser sac (omental bursa) internal hernia through the epiploic foramen",no
ID1006,0.6666666666666666,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,0.8333333333333334,1.0,,,,,,,,,,,,,,jama,0.3286713286713285,75.0,"1. A 57-year-old woman with non–insulin-dependent diabetes mellitus and no other medical history had worsening left-sided back pain over 4 months and no other symptoms. | 2. Physical examination findings were significant for mild left flank pain, but there was no costovertebral angle tenderness. | 3. Laboratory results were within normal limits. | 4. Axial imaging demonstrated an exophytic, retroperitoneal mass with solid and cystic components involving the left kidney, posterior abdominal wall, and mesocolon (Figure 1). | 5. The mass measured 20 cm in its greatest dimension. | 6. Findings on colonoscopy and mammography were negative. | 7. Positron emission tomography–computed tomography did not reveal any other abnormality.Coronal computed tomographic image showing a retroperitoneal mass with a cystic component and involvement of adjacent kidney and mesocolon. | 8. Red arrowhead indicates descending colon; blue arrowhead, left kidney invaded by mass; and yellow arrowhead, retroperitoneal mass with cystic component.",no
ID1019,1.0,0.6666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,,,,,,,,,,,,jama,-0.0045662100456622,40.0,"1. A 54-year-old White woman with a history of lobular breast carcinoma in situ treated with lumpectomy as well as chromophobe kidney cell carcinoma treated with partial nephrectomy was referred for evaluation of an asymptomatic, amelanotic choroidal mass in her left eye, suspicious for metastatic disease. | 2. On examination, best-corrected visual acuity was 20/20 OU and intraocular pressures were normal in both eyes at 10 mm Hg. | 3. Slitlamp biomicroscopy of the anterior chamber was within normal limits in both eyes. | 4. Dilated fundus examination revealed normal findings in the right eye and clear vitreous with a subretinal mass in the left eye inferior to the optic disc and measuring 3 × 2 mm in base. | 5. Color fundus photography of the left eye (Figure, A) showed an amelanotic lesion under the retina inferior to the optic disc and 3 mm from the foveola surrounded by a subtle orange halo.",no
ID1028,1.0,0.75,0.75,1.0,0.625,0.875,0.5,0.625,0.125,0.625,1.0,,,,,,,,,,,medbullets,0.4282178217821781,81.8,"1. A 4-week-old boy presents to the pediatrician for vomiting. | 2. The patient is breastfed and typically feeds for 20-30 minutes every 2 hours. | 3. One week ago, he began vomiting and regurgitating breastmilk through his nose after most feedings. | 4. His stools over the past week have also become blood-streaked. | 5. The patient does not seem to be in any distress when he passes these bloody stools. | 6. The patient surpassed his birth weight by 2 weeks of age but has fallen 1 standard deviation on the growth curve since then. | 7. His temperature is 98.6°F (37°C), blood pressure is 78/47 mmHg, pulse is 115/min, and respirations are 28/min. | 8. On physical exam, the patient is well-appearing. | 10. The patient’s abdomen is soft, non-tender, and non-distended. | 11. A digital rectal exam reveals a small amount of blood in the rectal vault.",no
ID1040,1.0,0.625,0.625,0.25,0.375,0.125,0.5,0.5,0.0,,,,,,,,,,,,,jama,0.1258620689655173,33.3,"1. A 74-year-old man with a history of multiple squamous cell carcinomas that were treated with Mohs micrographic surgery presented with a tender, enlarging scalp lesion of 6 months’ duration. | 2. Skin examination revealed a 5-mm bright pink, dome-shaped papule with overlying vessels located at the crown of the scalp (Figure, A). | 3. There was no purulent discharge or overlying skin changes. | 7. Scanning magnification demonstrates dermal-based tumor cells arranged in a vague nodular configuration. | 8. C, Proliferation of tumor cells is present around small vessels with scattered mitoses (black arrowhead) and necrosis (yellow arrowheads) (hematoxylin-eosin).",no
ID1071,0.9,0.6,0.8,0.4,0.8,0.8,1.0,0.6,0.3,0.8,1.0,0.3,0.3,,,,,,,,,jama,0.2463768115942028,69.2,"1. A woman in her 60s presented with numerous whitish papules on the back of more than 10 years’ duration. | 2. The lesions previously resolved with topical corticosteroids but flared soon after treatment discontinuation. | 3. Some papules became pruritic and extended to the waist and anterior trunk in the past month. | 5. Physical examination revealed multiple hypopigmented, flat-topped papules on the back, waist, and inframammary area without genital involvement (Figure, A). | 6. Most lesions were folliculocentric under close inspection. | 7. Dermoscopy revealed central keratin plugs and some foci of structureless, whitish, and homogenous areas with surrounding erythema (Figure, B). | 8. The results of laboratory tests for antinuclear antibody and hyperglobulinemia were negative. | 10. A, Multiple hypopigmented, atrophic, keratotic, and folliculocentric papules are seen on the trunk. | 11. B, Dermascopic findings included 2 foci of central keratin plugs and another ill-defined, whitish, and homogenous area with surrounding erythema.",no
ID1075,1.0,1.0,0.5,0.1666666666666666,0.1666666666666666,0.8333333333333334,1.0,0.8333333333333334,0.5,0.8333333333333334,0.5,0.8333333333333334,1.0,0.5,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.1666666666666666,jama,0.245508982035928,66.7,"1. A 34-year-old man presented with headache, double vision, and seizures for 1 month and altered consciousness for 1 week. | 2. He had had 2 episodes of seizures that were characterized by tonic head and eye deviation to the left, followed by a brief period of tonic-clonic activity of all 4 limbs and postictal confusion for 10 to 15 minutes. | 3. He denied a history of fever, head trauma, limb weakness, or vomiting. | 6. On examination, he was confused. | 7. He had facial flushing and grade III clubbing in his fingers and toes. | 8. His chest and cardiovascular examination results were normal. | 9. He had ptosis in his right eye. | 10. The right eye was deviated laterally secondary to right-medial rectus palsy. | 11. His pupil size and pupillary light reactions were normal. | 12. He also had grade II papilledema. | 13. His motor and sensory examination results were normal; however, he had brisk deep-tendon jerks and extensor planter responses. | 14. There were no meningeal signs. | 15. His cranial magnetic resonance image showed 2 ring-enhancing lesions in the right frontal and left parietal cortexes, along with surrounding brain edema and mass effects. | 16. Both lesions showed a thin-walled, contrast-enhancing rim with a central liquefaction (Figure, A). | 17. The central liquefaction showed restricted diffusion on diffusion-weighted magnetic resonance images. | 18. A, Cranial T1-weighted postcontrast magnetic resonance image showing ring-enhancing lesions in the right frontal and left parietal lobes. | 19. B, Chest radiography showing a radiolucent nodular shadow in left middle lung field. | 20. His hemoglobin level was 19.3 grams per deciliter (to convert to grams per liter, multiply by 10.0), his total leukocyte count was 13 500/μL (to convert to cells × 10^9/L, multiply by 0.001), his hematocrit was 62.4% (to convert to a proportion of 1.0, multiply by 10), and his platelet count was 210 000/μL (to convert to cells × 10^9/L, multiply by 0.001).",no
ID1080,0.9,0.9,0.9,0.7,0.5,0.4,0.5,1.0,0.9,0.8,,,,,,,,,,,,jama,0.2077538980193847,70.0,"1. An 8-month-old white male was seen for evaluation of a red, bleeding umbilical mass. | 2. The lesion had been present since loss of the umbilical stump at 1 week of life. | 3. It bled easily with Valsalva maneuver or trauma. | 4. The lesion was treated as an infantile hemangioma with timolol by an outside dermatologist and as an umbilical pyogenic granuloma with silver nitrate by the patient’s pediatrician, with minimal improvement. | 5. The patient was born at 38½ weeks by normal spontaneous vaginal delivery. | 7. On examination, he was an alert and healthy-appearing child. | 8. The umbilicus demonstrated a bright red, friable, 5-mm papule (Figure, A). | 9. A shave biopsy specimen was obtained for histologic examination (Figure, B and C).A, Clinical photograph of the red friable papule in the umbilicus. | 10. B and C, Hematoxylin-eosin–stained shave biopsy specimen showing an ulcerated epidermis, colonic mucosa, and granulation tissue (B, original magnification ×2.7; C, original magnification ×10).",no
ID1089,1.0,0.4,0.5,0.6,0.5,0.3,0.6,1.0,0.8,1.0,,,,,,,,,,,,jama,0.3889376646180861,60.0,"1. A 78-year-old man with a history of deep vein thrombosis and pulmonary embolism who had been taking warfarin for the last 20 years presented with 1 day of severe abdominal pain, which began after eating dinner. | 3. On examination, he was afebrile and had a normal heart rate but was notably hypotensive. | 4. He was given 2 L of crystalloid, and his blood pressure responded appropriately. | 5. His physical examination showed an abdomen that was soft but diffusely tender without rebound or guarding. | 7. Blood testing revealed an elevated creatinine level of 1.7 mg/dL (to convert to micromoles per liter, multiply by 88.4), an elevated lactate level of 29.7 mg/dL (to convert to micromoles per liter, multiply by 0.111), an international normalized ratio of 4.6, a lowered hemoglobin level of 10.7 g/dL (to convert to grams per liter, multiply by 10), and a lowered hematocrit level of 27.2%; all other results were unremarkable. | 8. Given his coagulopathy, low hematocrit level, and abdominal pain, a computed tomography angiogram was performed to rule out bleeding (Figure 1).A, Axial cross-section computed tomography without contrast of the abdomen and pelvis revealed gallstones in the neck of the gallbladder, high-density material within the lumen, and free intraperitoneal fluid. | 9. B, Axial cross-section computed tomography with intravenous contrast was significant for a blush of contrast within the lumen of the gallbladder and surrounding hyperemia of the liver at the gallbladder fossa.Hemorrhagic shock secondary to perforated hemorrhagic calculous cholecystitis",no
ID1118,1.0,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.9166666666666666,0.6666666666666666,0.5833333333333334,0.9166666666666666,0.8333333333333334,0.5833333333333334,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9,,jama,0.0804846938775513,100.0,"1. A girl in her teens with a history of postconcussion syndrome was referred for retinal evaluation after failing her vision examination for her learner's permit for driving. | 2. She complained of progressively declining, blurred vision for 2 years. | 3. She denied floaters, flashes of light, headaches, and eye pain. | 4. The patient had a concussion 1 year prior after becoming dehydrated during marching band practice, fainting, and hitting her head on pavement. | 5. Her postconcussion symptoms included headaches, dizziness, and dysarthria. | 6. The headaches and dizziness resolved but the dysarthria remained. | 7. Brain magnetic resonance imaging (MRI) within the last year was normal. | 8. She denied acute vision changes after the concussion. | 9. Family history was unremarkable for vision loss, glaucoma, inherited retinal degeneration, and autoimmune disease.Best-corrected visual acuity was 20/80 OU. | 10. Ishihara testing revealed red-green color deficiency bilaterally. | 11. Intraocular pressures, extraocular motility, confrontational visual fields, and pupils were normal. | 12. Anterior segment examination was unremarkable. | 13. Ophthalmoscopic examination demonstrated mild mottled retinal pigment epithelial abnormalities bilaterally (Figure, A).Right eye multicolor fundus image and retinal spectral-domain optical coherence tomography (SD-OCT). | 14. A, Multicolor fundus image demonstrates mild macular mottling. | 15. The optic disc and retinal vessels are unremarkable. | 16. B, Retinal SD-OCT shows normal foveal contour with disruption and loss of the interdigitation and ellipsoid zones subfoveally.Fundus autofluorescence showed bilateral mild macular hyperautofluorescence likely within normal range without evidence of flecks. | 17. Retinal spectral-domain optical coherence tomography demonstrated bilateral disruption of the interdigitation and ellipsoid zones subfoveally (Figure, B). | 18. Electroretinogram (ERG) revealed delayed and decreased amplitude responses to 30-Hz flicker with normal dark-adapted responses. | 19. Goldmann visual field testing showed mild bilateral nasal constriction.Two months after presentation, the patient returned with new balance difficulties and worsening dysarthria. | 20. Horizontal and vertical saccades were markedly slowed bilaterally.",no
ID1119,0.8888888888888888,0.8333333333333334,0.4444444444444444,0.3888888888888889,0.5555555555555556,0.5,0.6666666666666666,0.6111111111111112,0.9444444444444444,0.8,,,,,,,,,,,,jama,0.2935051353874884,70.0,"1. An elderly man presented to the emergency department with a 1-month history of new-onset, persistent lower abdominal and flank pain. | 2. The pain was sharp and constant with intermittent radiation to the back and associated anorexia with a 10-kg weight loss. | 5. Physical examination revealed he was afebrile and in normal sinus rhythm; there was minimal epigastric abdominal tenderness without signs of peritonitis and no palpable masses. | 6. Femoral pulses were palpable and symmetric. | 7. Laboratory examination revealed mild anemia (hematocrit, 35% [to convert to a proportion of 1.0, multiply by 0.01]), no leukocytosis, and an elevated erythrocyte sedimentation rate (71 mm/h). | 8. Blood and urine cultures were negative for organisms. | 9. A computed tomographic (CT) angiogram showed asymmetric attenuation surrounding the infrarenal aorta (Figure 1). | 10. On comparison, a CT scan that was performed 6 months before presentation had identified no aneurysmal disease.Computed tomographic scan with arterial phase intravenous contrast with asymmetric attenuation surrounding the infrarenal aorta.",no
ID1123,1.0,0.8,0.5,0.5,0.6,1.0,0.7,1.0,0.4,1.0,0.8,0.9,,,,,,,,,,jama,0.5209580838323353,75.0,"1. A woman in her late 60s presented with progressive, painless blurring of vision in both eyes over the past 6 months. | 2. Medical history was significant for Sjögren syndrome, for which she was taking hydroxychloroquine sulfate. | 3. Ocular history was notable for neovascular age-related macular degeneration under good control with intravitreal injections in the right eye and intermediate dry age-related macular degeneration in the left eye. | 4. Family history was negative for corneal disease. | 5. On initial presentation to the clinic, the best-corrected visual acuity of the patient was 20/150 OD and 20/40 OS. | 6. She was found to have bilateral, gray-white, irregular, poorly circumscribed, linear and nummular central and peripheral corneal opacities, confined primarily to the subepithelium and focally to the underlying anterior stroma (Figure 1A). | 7. The epithelium itself and deeper corneal stroma were spared, and the remainder of her anterior segment and fundus examination results were within normal limits. | 8. Anterior segment optical coherence tomography documented deposition of hyperreflective material in the subepithelium with trace deposition in the anterior stroma (Figure 1B). | 10. A, Right eye gray-white, irregular, linear and nummular central and peripheral corneal opacities. | 11. The left eye had similar findings. | 12. B, Hyperreflective deposits in the subepithelium (black arrowhead) with trace deposit in the anterior stroma (white arrowhead).",no
